PRI_INDEX,ROUTING_SET,START_TIME,STOP_TIME,HOUR,MINUTE,Req,Sch,Schedule Tally Delta,Net
121,NetClaim Multiskill - Global,11/2/2022,11/3/2022,6,0,0,2,,2
122,NetClaim Multiskill - Global,11/2/2022,11/3/2022,6,15,0,2,,2
123,NetClaim Multiskill - Global,11/2/2022,11/3/2022,6,30,2.51,2,,-0.51
124,NetClaim Multiskill - Global,11/2/2022,11/3/2022,6,45,3.25,2,,-1.25
125,NetClaim Multiskill - Global,11/2/2022,11/3/2022,7,0,4.74,3,,-1.74
126,NetClaim Multiskill - Global,11/2/2022,11/3/2022,7,15,5.75,3,,-2.75
127,NetClaim Multiskill - Global,11/2/2022,11/3/2022,7,30,2.34,3,,0.66
128,NetClaim Multiskill - Global,11/2/2022,11/3/2022,7,45,2,2,,0
129,NetClaim Multiskill - Global,11/2/2022,11/3/2022,8,0,4.38,5,,0.62
130,NetClaim Multiskill - Global,11/2/2022,11/3/2022,8,15,7,7,,0
131,NetClaim Multiskill - Global,11/2/2022,11/3/2022,8,30,8.17,8,,-0.17
132,NetClaim Multiskill - Global,11/2/2022,11/3/2022,8,45,9.83,9,,-0.83
133,NetClaim Multiskill - Global,11/2/2022,11/3/2022,9,0,10.88,9.93,,-0.95
134,NetClaim Multiskill - Global,11/2/2022,11/3/2022,9,15,12.32,11.07,,-1.25
135,NetClaim Multiskill - Global,11/2/2022,11/3/2022,9,30,12.08,9.87,,-2.21
136,NetClaim Multiskill - Global,11/2/2022,11/3/2022,9,45,11.33,8.47,,-2.86
137,NetClaim Multiskill - Global,11/2/2022,11/3/2022,10,0,10.41,12,,1.59
138,NetClaim Multiskill - Global,11/2/2022,11/3/2022,10,15,12.06,11,,-1.06
139,NetClaim Multiskill - Global,11/2/2022,11/3/2022,10,30,18.6,13.93,,-4.67
140,NetClaim Multiskill - Global,11/2/2022,11/3/2022,10,45,19.67,16.93,,-2.74
141,NetClaim Multiskill - Global,11/2/2022,11/3/2022,11,0,17.18,14.8,,-2.38
142,NetClaim Multiskill - Global,11/2/2022,11/3/2022,11,15,21.17,16.73,,-4.44
143,NetClaim Multiskill - Global,11/2/2022,11/3/2022,11,30,27.33,21,,-6.33
144,NetClaim Multiskill - Global,11/2/2022,11/3/2022,11,45,30.73,22,,-8.73
145,NetClaim Multiskill - Global,11/2/2022,11/3/2022,12,0,27.47,21,,-6.47
146,NetClaim Multiskill - Global,11/2/2022,11/3/2022,12,15,18.42,16,,-2.42
147,NetClaim Multiskill - Global,11/2/2022,11/3/2022,12,30,22.11,16.53,,-5.58
148,NetClaim Multiskill - Global,11/2/2022,11/3/2022,12,45,26.02,22,,-4.02
149,NetClaim Multiskill - Global,11/2/2022,11/3/2022,13,0,28.56,20.93,,-7.63
150,NetClaim Multiskill - Global,11/2/2022,11/3/2022,13,15,27.64,24.27,,-3.37
151,NetClaim Multiskill - Global,11/2/2022,11/3/2022,13,30,22.97,21,,-1.97
152,NetClaim Multiskill - Global,11/2/2022,11/3/2022,13,45,24.6,19,,-5.6
153,NetClaim Multiskill - Global,11/2/2022,11/3/2022,14,0,25.93,25.93,,0
154,NetClaim Multiskill - Global,11/2/2022,11/3/2022,14,15,28.09,23.13,,-4.96
155,NetClaim Multiskill - Global,11/2/2022,11/3/2022,14,30,24.04,20,,-4.04
156,NetClaim Multiskill - Global,11/2/2022,11/3/2022,14,45,26.02,21,,-5.02
157,NetClaim Multiskill - Global,11/2/2022,11/3/2022,15,0,26.63,20.07,,-6.56
158,NetClaim Multiskill - Global,11/2/2022,11/3/2022,15,15,24.87,23,,-1.87
159,NetClaim Multiskill - Global,11/2/2022,11/3/2022,15,30,22.13,23,,0.87
160,NetClaim Multiskill - Global,11/2/2022,11/3/2022,15,45,34.44,22.13,,-12.31
161,NetClaim Multiskill - Global,11/2/2022,11/3/2022,16,0,33.02,22.53,,-10.49
162,NetClaim Multiskill - Global,11/2/2022,11/3/2022,16,15,33.42,23.13,,-10.29
163,NetClaim Multiskill - Global,11/2/2022,11/3/2022,16,30,30.47,24.47,,-6
164,NetClaim Multiskill - Global,11/2/2022,11/3/2022,16,45,30.59,22.67,,-7.92
165,NetClaim Multiskill - Global,11/2/2022,11/3/2022,17,0,28.21,20.67,,-7.54
166,NetClaim Multiskill - Global,11/2/2022,11/3/2022,17,15,23.87,17,,-6.87
167,NetClaim Multiskill - Global,11/2/2022,11/3/2022,17,30,16.79,16,,-0.79
168,NetClaim Multiskill - Global,11/2/2022,11/3/2022,17,45,18.33,17.67,,-0.66
169,NetClaim Multiskill - Global,11/2/2022,11/3/2022,18,0,16.07,15,,-1.07
170,NetClaim Multiskill - Global,11/2/2022,11/3/2022,18,15,18,18,,0
171,NetClaim Multiskill - Global,11/2/2022,11/3/2022,18,30,18.44,15,,-3.44
172,NetClaim Multiskill - Global,11/2/2022,11/3/2022,18,45,13.74,16,,2.26
173,NetClaim Multiskill - Global,11/2/2022,11/3/2022,19,0,11.75,16,,4.25
174,NetClaim Multiskill - Global,11/2/2022,11/3/2022,19,15,11.67,11.67,,0
175,NetClaim Multiskill - Global,11/2/2022,11/3/2022,19,30,9.49,11.67,,2.18
176,NetClaim Multiskill - Global,11/2/2022,11/3/2022,19,45,7.13,9.87,,2.74
177,NetClaim Multiskill - Global,11/2/2022,11/3/2022,20,0,5.87,5.87,,0
178,NetClaim Multiskill - Global,11/2/2022,11/3/2022,20,15,6.69,6.8,,0.11
179,NetClaim Multiskill - Global,11/2/2022,11/3/2022,20,30,4.62,5,,0.38
180,NetClaim Multiskill - Global,11/2/2022,11/3/2022,20,45,5.86,6,,0.14
181,NetClaim Multiskill - Global,11/2/2022,11/3/2022,21,0,4.67,4.67,,0
182,NetClaim Multiskill - Global,11/2/2022,11/3/2022,21,15,5.57,4,,-1.57
183,NetClaim Multiskill - Global,11/2/2022,11/3/2022,21,30,4.28,4,,-0.28
184,NetClaim Multiskill - Global,11/2/2022,11/3/2022,21,45,4,4,,0
185,NetClaim Multiskill - Global,11/2/2022,11/3/2022,22,0,1,1,,0
186,NetClaim Multiskill - Global,11/2/2022,11/3/2022,22,15,2,2,,0
187,NetClaim Multiskill - Global,11/2/2022,11/3/2022,22,30,4.28,2,,-2.28
188,NetClaim Multiskill - Global,11/2/2022,11/3/2022,22,45,2,2,,0
189,NetClaim Multiskill - Global,11/2/2022,11/3/2022,23,0,4.28,1,,-3.28
190,NetClaim Multiskill - Global,11/2/2022,11/3/2022,23,15,0.58,1,,0.42
191,NetClaim Multiskill - Global,11/2/2022,11/3/2022,23,30,1.67,1.67,,0
192,NetClaim Multiskill - Global,11/2/2022,11/3/2022,23,45,1,1,,0
193,NetClaim Multiskill - Global,11/3/2022,11/4/2022,0,0,0.5,1,,0.5
194,NetClaim Multiskill - Global,11/3/2022,11/4/2022,0,15,1.33,1.33,,0
195,NetClaim Multiskill - Global,11/3/2022,11/4/2022,0,30,2.87,2,,-0.87
196,NetClaim Multiskill - Global,11/3/2022,11/4/2022,0,45,4.28,2,,-2.28
197,NetClaim Multiskill - Global,11/3/2022,11/4/2022,1,0,2.87,2,,-0.87
198,NetClaim Multiskill - Global,11/3/2022,11/4/2022,1,15,0,2,,2
199,NetClaim Multiskill - Global,11/3/2022,11/4/2022,1,30,2.87,1,,-1.87
