"PRI_INDEX","ROUTING_SET","START_TIME","STOP_TIME","HOUR","MINUTE","Req","Sch","Schedule Tally Delta","Net"
146,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,12,15,6.07,8,,1.93
147,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,12,30,4.68,9,,4.32
148,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,12,45,4.68,9,,4.32
149,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,13,0,0,6,,6
150,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,13,15,4.5,8.67,,4.17
151,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,13,30,4.68,8,,3.32
152,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,13,45,6.07,9,,2.93
153,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,14,0,3.7,9,,5.3
154,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,14,15,7.4,9,,1.6
155,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,14,30,4.68,8,,3.32
156,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,14,45,4.68,10,,5.32
157,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,15,0,6.07,10,,3.93
158,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,15,15,4.68,10,,5.32
159,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,15,30,6.07,12,,5.93
160,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,15,45,6.07,11,,4.93
161,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,16,0,4.68,10,,5.32
162,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,16,15,4.68,10.33,,5.65
163,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,16,30,3.76,10,,6.24
164,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,16,45,8.7,9.67,,0.97
165,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,17,0,6.07,8,,1.93
166,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,17,15,7.4,10,,2.6
167,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,17,30,4.68,9,,4.32
168,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,17,45,6.07,9,,2.93
169,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,18,0,6.07,8,,1.93
170,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,18,15,7.4,8.67,,1.27
171,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,18,30,6.07,8.67,,2.6
172,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,18,45,4.68,8,,3.32
