MDate,nEnteredAcd,Start,Req,Sch,Net,Period,PeriodM
3/16/2022 8:00,4,3/16/2022 8:00,5.02,5.07,0.05,3/16/2022 8:00,8:00:00
3/16/2022 8:15,11,3/16/2022 8:15,4.74,7,2.26,3/16/2022 8:15,8:15:00
3/16/2022 8:30,9,3/16/2022 8:30,8.22,10,1.78,3/16/2022 8:30,8:30:00
3/16/2022 8:45,12,3/16/2022 8:45,8.63,12,3.37,3/16/2022 8:45,8:45:00
3/16/2022 9:00,11,3/16/2022 9:00,8.63,14,5.37,3/16/2022 9:00,9:00:00
3/16/2022 9:15,12,3/16/2022 9:15,11.4,13,1.6,3/16/2022 9:15,9:15:00
3/16/2022 9:30,18,3/16/2022 9:30,12.53,20,7.47,3/16/2022 9:30,9:30:00
3/16/2022 9:45,12,3/16/2022 9:45,12.77,21,8.23,3/16/2022 9:45,9:45:00
3/16/2022 10:00,14,3/16/2022 10:00,19.93,21,1.07,3/16/2022 10:00,10:00:00
3/16/2022 10:15,11,3/16/2022 10:15,18.14,22.73,4.59,3/16/2022 10:15,10:15:00
3/16/2022 10:30,16,3/16/2022 10:30,16.21,24,7.79,3/16/2022 10:30,10:30:00
3/16/2022 10:45,17,3/16/2022 10:45,18.58,24.67,6.09,3/16/2022 10:45,10:45:00
3/16/2022 11:00,15,3/16/2022 11:00,14.01,18.8,4.79,3/16/2022 11:00,11:00:00
3/16/2022 11:15,14,3/16/2022 11:15,15.86,25,9.14,3/16/2022 11:15,11:15:00
3/16/2022 11:30,15,3/16/2022 11:30,17.07,25.73,8.66,3/16/2022 11:30,11:30:00
3/16/2022 11:45,16,3/16/2022 11:45,20.06,26.67,6.61,3/16/2022 11:45,11:45:00
3/16/2022 12:00,14,3/16/2022 12:00,19.84,25,5.16,3/16/2022 12:00,12:00:00
3/16/2022 12:15,14,3/16/2022 12:15,20.06,25,4.94,3/16/2022 12:15,12:15:00
3/16/2022 12:30,14,3/16/2022 12:30,20.18,24,3.82,3/16/2022 12:30,12:30:00
3/16/2022 12:45,14,3/16/2022 12:45,19.01,26.8,7.79,3/16/2022 12:45,12:45:00
3/16/2022 13:00,14,3/16/2022 13:00,18.87,21,2.13,3/16/2022 13:00,13:00:00
3/16/2022 13:15,11,3/16/2022 13:15,19.1,21,1.9,3/16/2022 13:15,13:15:00
3/16/2022 13:30,11,3/16/2022 13:30,20.5,21,0.5,3/16/2022 13:30,13:30:00
3/16/2022 13:45,16,3/16/2022 13:45,21.13,21.13,0,3/16/2022 13:45,13:45:00
3/16/2022 14:00,14,3/16/2022 14:00,20.22,27.67,7.45,3/16/2022 14:00,14:00:00
3/16/2022 14:15,13,3/16/2022 14:15,18.14,26,7.86,3/16/2022 14:15,14:15:00
3/16/2022 14:30,16,3/16/2022 14:30,24.83,27,2.17,3/16/2022 14:30,14:30:00
3/16/2022 14:45,13,3/16/2022 14:45,19.1,24.93,5.83,3/16/2022 14:45,14:45:00
3/16/2022 15:00,16,3/16/2022 15:00,19.91,26,6.09,3/16/2022 15:00,15:00:00
3/16/2022 15:15,15,3/16/2022 15:15,18.14,26.13,7.99,3/16/2022 15:15,15:15:00
3/16/2022 15:30,15,3/16/2022 15:30,21.21,21.67,0.46,3/16/2022 15:30,15:30:00
3/16/2022 15:45,19,3/16/2022 15:45,22.95,28.67,5.72,3/16/2022 15:45,15:45:00
3/16/2022 16:00,17,3/16/2022 16:00,23.76,29,5.24,3/16/2022 16:00,16:00:00
3/16/2022 16:15,15,3/16/2022 16:15,20.84,25.33,4.49,3/16/2022 16:15,16:15:00
3/16/2022 16:30,17,3/16/2022 16:30,20.84,24.67,3.83,3/16/2022 16:30,16:30:00
3/16/2022 16:45,14,3/16/2022 16:45,19.79,23.33,3.54,3/16/2022 16:45,16:45:00
3/16/2022 17:00,12,3/16/2022 17:00,18.73,18.13,-0.6,3/16/2022 17:00,17:00:00
3/16/2022 17:15,18,3/16/2022 17:15,15.53,15.87,0.34,3/16/2022 17:15,17:15:00
3/16/2022 17:30,16,3/16/2022 17:30,14.8,15,0.2,3/16/2022 17:30,17:30:00
3/16/2022 17:45,12,3/16/2022 17:45,14.26,14.33,0.07,3/16/2022 17:45,17:45:00
3/16/2022 18:00,13,3/16/2022 18:00,10.07,11,0.93,3/16/2022 18:00,18:00:00
3/16/2022 18:15,13,3/16/2022 18:15,10,10,0,3/16/2022 18:15,18:15:00
3/16/2022 18:30,16,3/16/2022 18:30,9,9,0,3/16/2022 18:30,18:30:00
3/16/2022 18:45,14,3/16/2022 18:45,8.48,8.67,0.19,3/16/2022 18:45,18:45:00
3/16/2022 19:00,12,3/16/2022 19:00,7.89,8,0.11,3/16/2022 19:00,19:00:00
3/16/2022 19:15,10,3/16/2022 19:15,11.18,8.67,-2.51,3/16/2022 19:15,19:15:00
3/16/2022 19:30,12,3/16/2022 19:30,10.07,8.67,-1.4,3/16/2022 19:30,19:30:00
3/16/2022 19:45,11,3/16/2022 19:45,7.91,8,0.09,3/16/2022 19:45,19:45:00
3/16/2022 20:00,13,3/16/2022 20:00,6.38,8,1.62,3/16/2022 20:00,20:00:00
3/16/2022 20:15,8,3/16/2022 20:15,5.72,7,1.28,3/16/2022 20:15,20:15:00
3/16/2022 20:30,8,3/16/2022 20:30,5.72,8,2.28,3/16/2022 20:30,20:30:00
3/16/2022 20:45,8,3/16/2022 20:45,5.72,6,0.28,3/16/2022 20:45,20:45:00
3/16/2022 21:00,5,3/16/2022 21:00,3.66,4.33,0.67,3/16/2022 21:00,21:00:00
3/16/2022 21:15,6,3/16/2022 21:15,3,3,0,3/16/2022 21:15,21:15:00
3/16/2022 21:30,8,3/16/2022 21:30,1.98,2,0.02,3/16/2022 21:30,21:30:00
3/16/2022 21:45,6,3/16/2022 21:45,4.72,3,-1.72,3/16/2022 21:45,21:45:00
3/16/2022 22:00,8,3/16/2022 22:00,5.25,3,-2.25,3/16/2022 22:00,22:00:00
3/16/2022 22:15,12,3/16/2022 22:15,4.05,3,-1.05,3/16/2022 22:15,22:15:00
3/16/2022 22:30,6,3/16/2022 22:30,2,2,0,3/16/2022 22:30,22:30:00
3/16/2022 22:45,3,3/16/2022 22:45,2,2,0,3/16/2022 22:45,22:45:00
3/16/2022 23:00,6,3/16/2022 23:00,2.73,3,0.27,3/16/2022 23:00,23:00:00
3/16/2022 23:15,4,3/16/2022 23:15,1.09,2.67,1.58,3/16/2022 23:15,23:15:00
3/16/2022 23:30,7,3/16/2022 23:30,1.67,1.67,0,3/16/2022 23:30,23:30:00
3/16/2022 23:45,4,3/16/2022 23:45,0,1,1,3/16/2022 23:45,23:45:00
3/17/2022 0:00,8,3/17/2022 0:00,4.02,3,-1.02,3/17/2022 0:00,0:00:00
3/17/2022 0:15,7,3/17/2022 0:15,4.02,2.93,-1.09,3/17/2022 0:15,0:15:00
3/17/2022 0:30,4,3/17/2022 0:30,2.71,2,-0.71,3/17/2022 0:30,0:30:00
3/17/2022 0:45,4,3/17/2022 0:45,4.02,3,-1.02,3/17/2022 0:45,0:45:00
3/17/2022 1:00,6,3/17/2022 1:00,2.71,2.53,-0.18,3/17/2022 1:00,1:00:00
3/17/2022 1:15,5,3/17/2022 1:15,2.71,2.93,0.22,3/17/2022 1:15,1:15:00
3/17/2022 1:30,7,3/17/2022 1:30,2.71,3,0.29,3/17/2022 1:30,1:30:00
3/17/2022 1:45,6,3/17/2022 1:45,2.71,2,-0.71,3/17/2022 1:45,1:45:00
3/17/2022 2:00,5,3/17/2022 2:00,4.02,2,-2.02,3/17/2022 2:00,2:00:00
3/17/2022 2:15,2,3/17/2022 2:15,0,3,3,3/17/2022 2:15,2:15:00
3/17/2022 2:30,3,3/17/2022 2:30,3.19,3,-0.19,3/17/2022 2:30,2:30:00
3/17/2022 2:45,4,3/17/2022 2:45,2.71,3,0.29,3/17/2022 2:45,2:45:00
3/17/2022 3:00,3,3/17/2022 3:00,2.71,3,0.29,3/17/2022 3:00,3:00:00
3/17/2022 3:15,3,3/17/2022 3:15,2.71,2.67,-0.04,3/17/2022 3:15,3:15:00
3/17/2022 3:30,1,3/17/2022 3:30,0,2,2,3/17/2022 3:30,3:30:00
3/17/2022 3:45,2,3/17/2022 3:45,2.71,2,-0.71,3/17/2022 3:45,3:45:00
3/17/2022 4:00,1,3/17/2022 4:00,2.71,2,-0.71,3/17/2022 4:00,4:00:00
3/17/2022 4:15,2,3/17/2022 4:15,0,1,1,3/17/2022 4:15,4:15:00
3/17/2022 4:30,,,2.23,2,-0.23,3/17/2022 4:30,4:30:00
3/17/2022 4:45,,,1.11,2,0.89,3/17/2022 4:45,4:45:00
3/17/2022 5:00,,,0,1,1,3/17/2022 5:00,5:00:00
3/17/2022 5:15,5,3/17/2022 5:15,2.23,1.6,-0.63,3/17/2022 5:15,5:15:00
3/17/2022 5:30,2,3/17/2022 5:30,2.23,1.73,-0.5,3/17/2022 5:30,5:30:00
3/17/2022 5:45,3,3/17/2022 5:45,3.22,4,0.78,3/17/2022 5:45,5:45:00
3/17/2022 6:00,5,3/17/2022 6:00,2.23,5,2.77,3/17/2022 6:00,6:00:00
3/17/2022 6:15,4,3/17/2022 6:15,3.22,4.67,1.45,3/17/2022 6:15,6:15:00
3/17/2022 6:30,6,3/17/2022 6:30,3.22,4,0.78,3/17/2022 6:30,6:30:00
3/17/2022 6:45,6,3/17/2022 6:45,3.22,4,0.78,3/17/2022 6:45,6:45:00
3/17/2022 7:00,4,3/17/2022 7:00,3.22,5,1.78,3/17/2022 7:00,7:00:00
3/17/2022 7:15,5,3/17/2022 7:15,3.22,5.73,2.51,3/17/2022 7:15,7:15:00
3/17/2022 7:30,10,3/17/2022 7:30,1.19,6,4.81,3/17/2022 7:30,7:30:00
3/17/2022 7:45,6,3/17/2022 7:45,1.94,3,1.06,3/17/2022 7:45,7:45:00
3/17/2022 8:00,7,3/17/2022 8:00,5.75,9,3.25,3/17/2022 8:00,8:00:00
3/17/2022 8:15,8,3/17/2022 8:15,7.69,7.47,-0.22,3/17/2022 8:15,8:15:00
3/17/2022 8:30,7,3/17/2022 8:30,7.69,11.27,3.58,3/17/2022 8:30,8:30:00
3/17/2022 8:45,8,3/17/2022 8:45,9.56,14,4.44,3/17/2022 8:45,8:45:00
3/17/2022 9:00,9,3/17/2022 9:00,9.56,15.6,6.04,3/17/2022 9:00,9:00:00
3/17/2022 9:15,12,3/17/2022 9:15,14.11,16,1.89,3/17/2022 9:15,9:15:00
3/17/2022 9:30,11,3/17/2022 9:30,15,22,7,3/17/2022 9:30,9:30:00
3/17/2022 9:45,12,3/17/2022 9:45,15.89,22,6.11,3/17/2022 9:45,9:45:00
3/17/2022 10:00,8,3/17/2022 10:00,13.94,17.8,3.86,3/17/2022 10:00,10:00:00
3/17/2022 10:15,12,3/17/2022 10:15,18.99,20.87,1.88,3/17/2022 10:15,10:15:00
3/17/2022 10:30,16,3/17/2022 10:30,17.18,24,6.82,3/17/2022 10:30,10:30:00
3/17/2022 10:45,14,3/17/2022 10:45,12.27,24.33,12.06,3/17/2022 10:45,10:45:00
3/17/2022 11:00,15,3/17/2022 11:00,18.67,18.67,0,3/17/2022 11:00,11:00:00
3/17/2022 11:15,17,3/17/2022 11:15,16.01,22.33,6.32,3/17/2022 11:15,11:15:00
3/17/2022 11:30,14,3/17/2022 11:30,19.1,23.2,4.1,3/17/2022 11:30,11:30:00
3/17/2022 11:45,15,3/17/2022 11:45,18.14,25.6,7.46,3/17/2022 11:45,11:45:00
3/17/2022 12:00,16,3/17/2022 12:00,23.73,23.73,0,3/17/2022 12:00,12:00:00
3/17/2022 12:15,15,3/17/2022 12:15,21.97,23.93,1.96,3/17/2022 12:15,12:15:00
3/17/2022 12:30,15,3/17/2022 12:30,16.25,21,4.75,3/17/2022 12:30,12:30:00
3/17/2022 12:45,15,3/17/2022 12:45,14.83,26.47,11.64,3/17/2022 12:45,12:45:00
3/17/2022 13:00,14,3/17/2022 13:00,20.99,21.4,0.41,3/17/2022 13:00,13:00:00
3/17/2022 13:15,14,3/17/2022 13:15,20.73,20.73,0,3/17/2022 13:15,13:15:00
3/17/2022 13:30,15,3/17/2022 13:30,19.25,20.2,0.95,3/17/2022 13:30,13:30:00
3/17/2022 13:45,16,3/17/2022 13:45,19.24,22.13,2.89,3/17/2022 13:45,13:45:00
3/17/2022 14:00,16,3/17/2022 14:00,21.02,24.53,3.51,3/17/2022 14:00,14:00:00
3/17/2022 14:15,15,3/17/2022 14:15,17.19,23.8,6.61,3/17/2022 14:15,14:15:00
3/17/2022 14:30,13,3/17/2022 14:30,18.25,24,5.75,3/17/2022 14:30,14:30:00
3/17/2022 14:45,12,3/17/2022 14:45,18.14,22,3.86,3/17/2022 14:45,14:45:00
3/17/2022 15:00,18,3/17/2022 15:00,22.27,24,1.73,3/17/2022 15:00,15:00:00
3/17/2022 15:15,17,3/17/2022 15:15,20.21,24.67,4.46,3/17/2022 15:15,15:15:00
3/17/2022 15:30,20,3/17/2022 15:30,19.79,20,0.21,3/17/2022 15:30,15:30:00
3/17/2022 15:45,16,3/17/2022 15:45,19.79,24.27,4.48,3/17/2022 15:45,15:45:00
3/17/2022 16:00,17,3/17/2022 16:00,23.01,23.47,0.46,3/17/2022 16:00,16:00:00
3/17/2022 16:15,19,3/17/2022 16:15,19,21.33,2.33,3/17/2022 16:15,16:15:00
3/17/2022 16:30,17,3/17/2022 16:30,17.67,20.67,3,3/17/2022 16:30,16:30:00
3/17/2022 16:45,15,3/17/2022 16:45,17.34,19.33,1.99,3/17/2022 16:45,16:45:00
3/17/2022 17:00,13,3/17/2022 17:00,12.02,14.67,2.65,3/17/2022 17:00,17:00:00
3/17/2022 17:15,12,3/17/2022 17:15,13.37,13,-0.37,3/17/2022 17:15,17:15:00
3/17/2022 17:30,18,3/17/2022 17:30,12,12,0,3/17/2022 17:30,17:30:00
3/17/2022 17:45,12,3/17/2022 17:45,16.6,12,-4.6,3/17/2022 17:45,17:45:00
3/17/2022 18:00,12,3/17/2022 18:00,9.67,9.67,0,3/17/2022 18:00,18:00:00
3/17/2022 18:15,12,3/17/2022 18:15,7.33,7.33,0,3/17/2022 18:15,18:15:00
3/17/2022 18:30,15,3/17/2022 18:30,9,9,0,3/17/2022 18:30,18:30:00
3/17/2022 18:45,16,3/17/2022 18:45,10.67,8.67,-2,3/17/2022 18:45,18:45:00
3/17/2022 19:00,14,3/17/2022 19:00,6.16,7,0.84,3/17/2022 19:00,19:00:00
3/17/2022 19:15,13,3/17/2022 19:15,6.67,6.67,0,3/17/2022 19:15,19:15:00
3/17/2022 19:30,12,3/17/2022 19:30,6.65,6.67,0.02,3/17/2022 19:30,19:30:00
3/17/2022 19:45,12,3/17/2022 19:45,5.67,5.67,0,3/17/2022 19:45,19:45:00
3/17/2022 20:00,10,3/17/2022 20:00,5.01,6,0.99,3/17/2022 20:00,20:00:00
3/17/2022 20:15,8,3/17/2022 20:15,4.61,6,1.39,3/17/2022 20:15,20:15:00
3/17/2022 20:30,7,3/17/2022 20:30,5.37,6,0.63,3/17/2022 20:30,20:30:00
3/17/2022 20:45,7,3/17/2022 20:45,5.29,5.33,0.04,3/17/2022 20:45,20:45:00
3/17/2022 21:00,7,3/17/2022 21:00,5.72,3.33,-2.39,3/17/2022 21:00,21:00:00
3/17/2022 21:15,8,3/17/2022 21:15,2,2,0,3/17/2022 21:15,21:15:00
3/17/2022 21:30,6,3/17/2022 21:30,1,1,0,3/17/2022 21:30,21:30:00
3/17/2022 21:45,7,3/17/2022 21:45,0.59,1,0.41,3/17/2022 21:45,21:45:00
3/17/2022 22:00,7,3/17/2022 22:00,2,2,0,3/17/2022 22:00,22:00:00
3/17/2022 22:15,7,3/17/2022 22:15,1.08,1.73,0.65,3/17/2022 22:15,22:15:00
3/17/2022 22:30,9,3/17/2022 22:30,2.01,1.4,-0.61,3/17/2022 22:30,22:30:00
3/17/2022 22:45,10,3/17/2022 22:45,2,2,0,3/17/2022 22:45,22:45:00
3/17/2022 23:00,7,3/17/2022 23:00,2.73,2,-0.73,3/17/2022 23:00,23:00:00
3/17/2022 23:15,7,3/17/2022 23:15,1.67,1.67,0,3/17/2022 23:15,23:15:00
3/17/2022 23:30,3,3/17/2022 23:30,0,1,1,3/17/2022 23:30,23:30:00
3/17/2022 23:45,2,3/17/2022 23:45,0.67,0.67,0,3/17/2022 23:45,23:45:00
3/18/2022 0:00,5,3/18/2022 0:00,1.99,1,-0.99,3/18/2022 0:00,0:00:00
3/18/2022 0:15,6,3/18/2022 0:15,1,1,0,3/18/2022 0:15,0:15:00
3/18/2022 0:30,8,3/18/2022 0:30,1,1,0,3/18/2022 0:30,0:30:00
3/18/2022 0:45,5,3/18/2022 0:45,3.49,1,-2.49,3/18/2022 0:45,0:45:00
3/18/2022 1:00,4,3/18/2022 1:00,0,1,1,3/18/2022 1:00,1:00:00
3/18/2022 1:15,6,3/18/2022 1:15,0,0.33,0.33,3/18/2022 1:15,1:15:00
3/18/2022 1:30,5,3/18/2022 1:30,0,1,1,3/18/2022 1:30,1:30:00
3/18/2022 1:45,3,3/18/2022 1:45,0,1,1,3/18/2022 1:45,1:45:00
3/18/2022 2:00,2,3/18/2022 2:00,1.79,1,-0.79,3/18/2022 2:00,2:00:00
3/18/2022 2:15,3,3/18/2022 2:15,2.71,1,-1.71,3/18/2022 2:15,2:15:00
3/18/2022 2:30,1,3/18/2022 2:30,1.48,1,-0.48,3/18/2022 2:30,2:30:00
3/18/2022 2:45,1,3/18/2022 2:45,0,1,1,3/18/2022 2:45,2:45:00
3/18/2022 3:00,2,3/18/2022 3:00,0,0,0,3/18/2022 3:00,3:00:00
3/18/2022 3:15,2,3/18/2022 3:15,1,1,0,3/18/2022 3:15,3:15:00
3/18/2022 3:30,2,3/18/2022 3:30,0,1,1,3/18/2022 3:30,3:30:00
3/18/2022 3:45,5,3/18/2022 3:45,0,1,1,3/18/2022 3:45,3:45:00
3/18/2022 4:00,4,3/18/2022 4:00,0,1,1,3/18/2022 4:00,4:00:00
3/18/2022 4:15,2,3/18/2022 4:15,1.02,1,-0.02,3/18/2022 4:15,4:15:00
3/18/2022 4:30,4,3/18/2022 4:30,1,1,0,3/18/2022 4:30,4:30:00
3/18/2022 4:45,3,3/18/2022 4:45,0.47,1,0.53,3/18/2022 4:45,4:45:00
3/18/2022 5:00,3,3/18/2022 5:00,0,0,0,3/18/2022 5:00,5:00:00
3/18/2022 5:15,6,3/18/2022 5:15,0,0,0,3/18/2022 5:15,5:15:00
3/18/2022 5:30,5,3/18/2022 5:30,0,0,0,3/18/2022 5:30,5:30:00
3/18/2022 5:45,2,3/18/2022 5:45,0,1,1,3/18/2022 5:45,5:45:00
3/18/2022 6:00,5,3/18/2022 6:00,3.22,2,-1.22,3/18/2022 6:00,6:00:00
3/18/2022 6:15,3,3/18/2022 6:15,0,2,2,3/18/2022 6:15,6:15:00
3/18/2022 6:30,5,3/18/2022 6:30,3.22,2,-1.22,3/18/2022 6:30,6:30:00
3/18/2022 6:45,4,3/18/2022 6:45,3.22,2,-1.22,3/18/2022 6:45,6:45:00
3/18/2022 7:00,7,3/18/2022 7:00,3.22,3,-0.22,3/18/2022 7:00,7:00:00
3/18/2022 7:15,5,3/18/2022 7:15,0,3,3,3/18/2022 7:15,7:15:00
3/18/2022 7:30,7,3/18/2022 7:30,2.47,2.47,0,3/18/2022 7:30,7:30:00
3/18/2022 7:45,9,3/18/2022 7:45,2,2,0,3/18/2022 7:45,7:45:00
3/18/2022 8:00,10,3/18/2022 8:00,5.75,5,-0.75,3/18/2022 8:00,8:00:00
3/18/2022 8:15,12,3/18/2022 8:15,5.75,6,0.25,3/18/2022 8:15,8:15:00
3/18/2022 8:30,13,3/18/2022 8:30,7.69,6.53,-1.16,3/18/2022 8:30,8:30:00
3/18/2022 8:45,15,3/18/2022 8:45,8.63,10,1.37,3/18/2022 8:45,8:45:00
3/18/2022 9:00,9,3/18/2022 9:00,7.69,11,3.31,3/18/2022 9:00,9:00:00
3/18/2022 9:15,6,3/18/2022 9:15,12.13,12.13,0,3/18/2022 9:15,9:15:00
3/18/2022 9:30,13,3/18/2022 9:30,12.31,12.93,0.62,3/18/2022 9:30,9:30:00
3/18/2022 9:45,14,3/18/2022 9:45,12.31,13.47,1.16,3/18/2022 9:45,9:45:00
3/18/2022 10:00,14,3/18/2022 10:00,10,10,0,3/18/2022 10:00,10:00:00
3/18/2022 10:15,15,3/18/2022 10:15,14.63,18,3.37,3/18/2022 10:15,10:15:00
3/18/2022 10:30,15,3/18/2022 10:30,14.26,19.67,5.41,3/18/2022 10:30,10:30:00
3/18/2022 10:45,14,3/18/2022 10:45,16.5,20.33,3.83,3/18/2022 10:45,10:45:00
3/18/2022 11:00,15,3/18/2022 11:00,18.14,15.67,-2.47,3/18/2022 11:00,11:00:00
3/18/2022 11:15,17,3/18/2022 11:15,12.87,18.87,6,3/18/2022 11:15,11:15:00
3/18/2022 11:30,13,3/18/2022 11:30,14.31,22,7.69,3/18/2022 11:30,11:30:00
3/18/2022 11:45,18,3/18/2022 11:45,18.14,21.93,3.79,3/18/2022 11:45,11:45:00
3/18/2022 12:00,15,3/18/2022 12:00,14.26,21.93,7.67,3/18/2022 12:00,12:00:00
3/18/2022 12:15,19,3/18/2022 12:15,13.28,18,4.72,3/18/2022 12:15,12:15:00
3/18/2022 12:30,16,3/18/2022 12:30,17.02,17.6,0.58,3/18/2022 12:30,12:30:00
3/18/2022 12:45,17,3/18/2022 12:45,19.1,20.07,0.97,3/18/2022 12:45,12:45:00
3/18/2022 13:00,14,3/18/2022 13:00,20.06,15,-5.06,3/18/2022 13:00,13:00:00
3/18/2022 13:15,11,3/18/2022 13:15,15.81,16,0.19,3/18/2022 13:15,13:15:00
3/18/2022 13:30,17,3/18/2022 13:30,15.85,17,1.15,3/18/2022 13:30,13:30:00
3/18/2022 13:45,12,3/18/2022 13:45,15.16,16,0.84,3/18/2022 13:45,13:45:00
3/18/2022 14:00,15,3/18/2022 14:00,19.1,18.67,-0.43,3/18/2022 14:00,14:00:00
3/18/2022 14:15,16,3/18/2022 14:15,20.13,20.13,0,3/18/2022 14:15,14:15:00
3/18/2022 14:30,17,3/18/2022 14:30,21,21,0,3/18/2022 14:30,14:30:00
3/18/2022 14:45,15,3/18/2022 14:45,19,19,0,3/18/2022 14:45,14:45:00
3/18/2022 15:00,14,3/18/2022 15:00,17.88,21,3.12,3/18/2022 15:00,15:00:00
3/18/2022 15:15,15,3/18/2022 15:15,19.1,21,1.9,3/18/2022 15:15,15:15:00
3/18/2022 15:30,16,3/18/2022 15:30,16.55,17,0.45,3/18/2022 15:30,15:30:00
3/18/2022 15:45,18,3/18/2022 15:45,17.2,18.73,1.53,3/18/2022 15:45,15:45:00
3/18/2022 16:00,15,3/18/2022 16:00,20.13,20.13,0,3/18/2022 16:00,16:00:00
3/18/2022 16:15,14,3/18/2022 16:15,19.79,20.33,0.54,3/18/2022 16:15,16:15:00
3/18/2022 16:30,14,3/18/2022 16:30,17.22,20.07,2.85,3/18/2022 16:30,16:30:00
3/18/2022 16:45,15,3/18/2022 16:45,18.07,18.07,0,3/18/2022 16:45,16:45:00
3/18/2022 17:00,16,3/18/2022 17:00,12.33,12.33,0,3/18/2022 17:00,17:00:00
3/18/2022 17:15,18,3/18/2022 17:15,10.14,11.33,1.19,3/18/2022 17:15,17:15:00
3/18/2022 17:30,20,3/18/2022 17:30,10,10,0,3/18/2022 17:30,17:30:00
3/18/2022 17:45,17,3/18/2022 17:45,8.33,8.33,0,3/18/2022 17:45,17:45:00
3/18/2022 18:00,16,3/18/2022 18:00,6.2,6.2,0,3/18/2022 18:00,18:00:00
3/18/2022 18:15,13,3/18/2022 18:15,6.67,6.67,0,3/18/2022 18:15,18:15:00
3/18/2022 18:30,9,3/18/2022 18:30,10.07,8,-2.07,3/18/2022 18:30,18:30:00
3/18/2022 18:45,13,3/18/2022 18:45,7.67,7.67,0,3/18/2022 18:45,18:45:00
3/18/2022 19:00,13,3/18/2022 19:00,5,5,0,3/18/2022 19:00,19:00:00
3/18/2022 19:15,11,3/18/2022 19:15,4.67,4.67,0,3/18/2022 19:15,19:15:00
3/18/2022 19:30,9,3/18/2022 19:30,5.4,5.67,0.27,3/18/2022 19:30,19:30:00
3/18/2022 19:45,15,3/18/2022 19:45,4.67,4.67,0,3/18/2022 19:45,19:45:00
3/18/2022 20:00,12,3/18/2022 20:00,4.4,4,-0.4,3/18/2022 20:00,20:00:00
3/18/2022 20:15,13,3/18/2022 20:15,3.67,4,0.33,3/18/2022 20:15,20:15:00
3/18/2022 20:30,11,3/18/2022 20:30,5.72,4,-1.72,3/18/2022 20:30,20:30:00
3/18/2022 20:45,9,3/18/2022 20:45,2.26,2.33,0.07,3/18/2022 20:45,20:45:00
3/18/2022 21:00,11,3/18/2022 21:00,3,3,0,3/18/2022 21:00,21:00:00
3/18/2022 21:15,13,3/18/2022 21:15,3.66,2,-1.66,3/18/2022 21:15,21:15:00
3/18/2022 21:30,9,3/18/2022 21:30,2.73,2.73,0,3/18/2022 21:30,21:30:00
3/18/2022 21:45,10,3/18/2022 21:45,4.72,3,-1.72,3/18/2022 21:45,21:45:00
3/18/2022 22:00,12,3/18/2022 22:00,2.77,3,0.23,3/18/2022 22:00,22:00:00
3/18/2022 22:15,9,3/18/2022 22:15,3,3,0,3/18/2022 22:15,22:15:00
3/18/2022 22:30,9,3/18/2022 22:30,4.05,3,-1.05,3/18/2022 22:30,22:30:00
3/18/2022 22:45,5,3/18/2022 22:45,0.47,3,2.53,3/18/2022 22:45,22:45:00
3/18/2022 23:00,6,3/18/2022 23:00,4.05,3,-1.05,3/18/2022 23:00,23:00:00
3/18/2022 23:15,6,3/18/2022 23:15,1.33,1.33,0,3/18/2022 23:15,23:15:00
3/18/2022 23:30,5,3/18/2022 23:30,1.67,1.67,0,3/18/2022 23:30,23:30:00
3/18/2022 23:45,6,3/18/2022 23:45,0,1,1,3/18/2022 23:45,23:45:00
3/19/2022 0:00,6,3/19/2022 0:00,1.62,1,-0.62,3/19/2022 0:00,0:00:00
3/19/2022 0:15,6,3/19/2022 0:15,1,1,0,3/19/2022 0:15,0:15:00
3/19/2022 0:30,5,3/19/2022 0:30,0,1,1,3/19/2022 0:30,0:30:00
3/19/2022 0:45,4,3/19/2022 0:45,1,1,0,3/19/2022 0:45,0:45:00
3/19/2022 1:00,3,3/19/2022 1:00,0,1,1,3/19/2022 1:00,1:00:00
3/19/2022 1:15,3,3/19/2022 1:15,0.77,0.73,-0.04,3/19/2022 1:15,1:15:00
3/19/2022 1:30,5,3/19/2022 1:30,0,0,0,3/19/2022 1:30,1:30:00
3/19/2022 1:45,5,3/19/2022 1:45,0,0,0,3/19/2022 1:45,1:45:00
3/19/2022 2:00,6,3/19/2022 2:00,0,0,0,3/19/2022 2:00,2:00:00
3/19/2022 2:15,6,3/19/2022 2:15,0,0,0,3/19/2022 2:15,2:15:00
3/19/2022 2:30,4,3/19/2022 2:30,0,0,0,3/19/2022 2:30,2:30:00
3/19/2022 2:45,5,3/19/2022 2:45,0,0,0,3/19/2022 2:45,2:45:00
3/19/2022 3:00,4,3/19/2022 3:00,0,0,0,3/19/2022 3:00,3:00:00
3/19/2022 3:15,5,3/19/2022 3:15,0,0.07,0.07,3/19/2022 3:15,3:15:00
3/19/2022 3:30,4,3/19/2022 3:30,0,1,1,3/19/2022 3:30,3:30:00
3/19/2022 3:45,4,3/19/2022 3:45,0.59,1,0.41,3/19/2022 3:45,3:45:00
3/19/2022 4:00,4,3/19/2022 4:00,0,1,1,3/19/2022 4:00,4:00:00
3/19/2022 4:15,1,3/19/2022 4:15,0,1,1,3/19/2022 4:15,4:15:00
3/19/2022 4:30,4,3/19/2022 4:30,1,1,0,3/19/2022 4:30,4:30:00
