MDate,nEnteredAcd,Start,Req,Sch,Net,Period,PeriodM
3/3/2022 18:30,14,3/3/2022 18:30,12.28,10,-2.28,3/3/2022 18:30,18:30:00
3/3/2022 18:45,14,3/3/2022 18:45,9,9,0,3/3/2022 18:45,18:45:00
3/3/2022 19:00,14,3/3/2022 19:00,8,8,0,3/3/2022 19:00,19:00:00
3/3/2022 19:15,15,3/3/2022 19:15,8.53,8.53,0,3/3/2022 19:15,19:15:00
3/3/2022 19:30,11,3/3/2022 19:30,3.67,3.67,0,3/3/2022 19:30,19:30:00
3/3/2022 19:45,12,3/3/2022 19:45,4.67,4.67,0,3/3/2022 19:45,19:45:00
3/3/2022 20:00,12,3/3/2022 20:00,5.6,5.6,0,3/3/2022 20:00,20:00:00
3/3/2022 20:15,12,3/3/2022 20:15,6.7,7,0.3,3/3/2022 20:15,20:15:00
3/3/2022 20:30,9,3/3/2022 20:30,5.72,7,1.28,3/3/2022 20:30,20:30:00
3/3/2022 20:45,8,3/3/2022 20:45,5.72,6.33,0.61,3/3/2022 20:45,20:45:00
3/3/2022 21:00,6,3/3/2022 21:00,4.33,4.33,0,3/3/2022 21:00,21:00:00
3/3/2022 21:15,6,3/3/2022 21:15,2.94,3,0.06,3/3/2022 21:15,21:15:00
3/3/2022 21:30,6,3/3/2022 21:30,2,2,0,3/3/2022 21:30,21:30:00
3/3/2022 21:45,4,3/3/2022 21:45,0,1,1,3/3/2022 21:45,21:45:00
3/3/2022 22:00,5,3/3/2022 22:00,5.25,3,-2.25,3/3/2022 22:00,22:00:00
3/3/2022 22:15,8,3/3/2022 22:15,3,3,0,3/3/2022 22:15,22:15:00
3/3/2022 22:30,7,3/3/2022 22:30,3,3,0,3/3/2022 22:30,22:30:00
3/3/2022 22:45,7,3/3/2022 22:45,3,3,0,3/3/2022 22:45,22:45:00
3/3/2022 23:00,7,3/3/2022 23:00,4.05,3,-1.05,3/3/2022 23:00,23:00:00
3/3/2022 23:15,6,3/3/2022 23:15,4.05,2.67,-1.38,3/3/2022 23:15,23:15:00
3/3/2022 23:30,5,3/3/2022 23:30,1.67,1.67,0,3/3/2022 23:30,23:30:00
3/3/2022 23:45,4,3/3/2022 23:45,0.67,0.67,0,3/3/2022 23:45,23:45:00
3/4/2022 0:00,8,3/4/2022 0:00,4.02,1,-3.02,3/4/2022 0:00,0:00:00
3/4/2022 0:15,6,3/4/2022 0:15,1,1,0,3/4/2022 0:15,0:15:00
3/4/2022 0:30,3,3/4/2022 0:30,1,1,0,3/4/2022 0:30,0:30:00
3/4/2022 0:45,3,3/4/2022 0:45,1,1,0,3/4/2022 0:45,0:45:00
3/4/2022 1:00,2,3/4/2022 1:00,1,1,0,3/4/2022 1:00,1:00:00
3/4/2022 1:15,3,3/4/2022 1:15,1.52,1,-0.52,3/4/2022 1:15,1:15:00
3/4/2022 1:30,5,3/4/2022 1:30,1,1,0,3/4/2022 1:30,1:30:00
3/4/2022 1:45,3,3/4/2022 1:45,2.71,1,-1.71,3/4/2022 1:45,1:45:00
3/4/2022 2:00,3,3/4/2022 2:00,0.68,1,0.32,3/4/2022 2:00,2:00:00
3/4/2022 2:15,3,3/4/2022 2:15,1,1,0,3/4/2022 2:15,2:15:00
3/4/2022 2:30,3,3/4/2022 2:30,2.71,1,-1.71,3/4/2022 2:30,2:30:00
3/4/2022 2:45,2,3/4/2022 2:45,0,0,0,3/4/2022 2:45,2:45:00
3/4/2022 3:00,4,3/4/2022 3:00,0,1,1,3/4/2022 3:00,3:00:00
3/4/2022 3:15,3,3/4/2022 3:15,0,1,1,3/4/2022 3:15,3:15:00
3/4/2022 3:30,1,3/4/2022 3:30,0.99,1,0.01,3/4/2022 3:30,3:30:00
3/4/2022 3:45,,,0.68,1,0.32,3/4/2022 3:45,3:45:00
3/4/2022 4:00,,,2.71,1,-1.71,3/4/2022 4:00,4:00:00
3/4/2022 4:15,,,1,1,0,3/4/2022 4:15,4:15:00
3/4/2022 4:30,,,0,1,1,3/4/2022 4:30,4:30:00
3/4/2022 4:45,4,3/4/2022 4:45,0,1,1,3/4/2022 4:45,4:45:00
3/4/2022 5:00,3,3/4/2022 5:00,0,1,1,3/4/2022 5:00,5:00:00
3/4/2022 5:15,3,3/4/2022 5:15,1,1,0,3/4/2022 5:15,5:15:00
3/4/2022 5:30,3,3/4/2022 5:30,2.23,2,-0.23,3/4/2022 5:30,5:30:00
3/4/2022 5:45,2,3/4/2022 5:45,2.23,4,1.77,3/4/2022 5:45,5:45:00
3/4/2022 6:00,5,3/4/2022 6:00,3.22,4,0.78,3/4/2022 6:00,6:00:00
3/4/2022 6:15,4,3/4/2022 6:15,1.11,3.67,2.56,3/4/2022 6:15,6:15:00
3/4/2022 6:30,4,3/4/2022 6:30,3.22,3,-0.22,3/4/2022 6:30,6:30:00
3/4/2022 6:45,3,3/4/2022 6:45,1,1,0,3/4/2022 6:45,6:45:00
3/4/2022 7:00,5,3/4/2022 7:00,4.12,4,-0.12,3/4/2022 7:00,7:00:00
3/4/2022 7:15,6,3/4/2022 7:15,4.12,4,-0.12,3/4/2022 7:15,7:15:00
3/4/2022 7:30,4,3/4/2022 7:30,3.97,4,0.03,3/4/2022 7:30,7:30:00
3/4/2022 7:45,7,3/4/2022 7:45,3.73,4,0.27,3/4/2022 7:45,7:45:00
3/4/2022 8:00,12,3/4/2022 8:00,6.73,6,-0.73,3/4/2022 8:00,8:00:00
3/4/2022 8:15,14,3/4/2022 8:15,7.69,8,0.31,3/4/2022 8:15,8:15:00
3/4/2022 8:30,14,3/4/2022 8:30,8.95,10,1.05,3/4/2022 8:30,8:30:00
3/4/2022 8:45,10,3/4/2022 8:45,10.49,10.27,-0.22,3/4/2022 8:45,8:45:00
3/4/2022 9:00,11,3/4/2022 9:00,12.31,14,1.69,3/4/2022 9:00,9:00:00
3/4/2022 9:15,9,3/4/2022 9:15,13.21,14,0.79,3/4/2022 9:15,9:15:00
3/4/2022 9:30,10,3/4/2022 9:30,15.89,17,1.11,3/4/2022 9:30,9:30:00
3/4/2022 9:45,11,3/4/2022 9:45,15.89,17,1.11,3/4/2022 9:45,9:45:00
3/4/2022 10:00,13,3/4/2022 10:00,15,15,0,3/4/2022 10:00,10:00:00
3/4/2022 10:15,13,3/4/2022 10:15,16,16,0,3/4/2022 10:15,10:15:00
3/4/2022 10:30,14,3/4/2022 10:30,14,14,0,3/4/2022 10:30,10:30:00
3/4/2022 10:45,14,3/4/2022 10:45,20.06,19.33,-0.73,3/4/2022 10:45,10:45:00
3/4/2022 11:00,15,3/4/2022 11:00,19.69,20,0.31,3/4/2022 11:00,11:00:00
3/4/2022 11:15,15,3/4/2022 11:15,19,19,0,3/4/2022 11:15,11:15:00
3/4/2022 11:30,15,3/4/2022 11:30,19.7,20,0.3,3/4/2022 11:30,11:30:00
3/4/2022 11:45,14,3/4/2022 11:45,16.46,17.07,0.61,3/4/2022 11:45,11:45:00
3/4/2022 12:00,16,3/4/2022 12:00,17,17,0,3/4/2022 12:00,12:00:00
3/4/2022 12:15,11,3/4/2022 12:15,16.34,17.67,1.33,3/4/2022 12:15,12:15:00
3/4/2022 12:30,12,3/4/2022 12:30,16,16,0,3/4/2022 12:30,12:30:00
3/4/2022 12:45,16,3/4/2022 12:45,21.97,19,-2.97,3/4/2022 12:45,12:45:00
3/4/2022 13:00,13,3/4/2022 13:00,20,20,0,3/4/2022 13:00,13:00:00
3/4/2022 13:15,18,3/4/2022 13:15,21.97,18,-3.97,3/4/2022 13:15,13:15:00
3/4/2022 13:30,18,3/4/2022 13:30,19.87,19.87,0,3/4/2022 13:30,13:30:00
3/4/2022 13:45,16,3/4/2022 13:45,18.67,18.67,0,3/4/2022 13:45,13:45:00
3/4/2022 14:00,19,3/4/2022 14:00,18.8,18.8,0,3/4/2022 14:00,14:00:00
3/4/2022 14:15,14,3/4/2022 14:15,19.73,19.73,0,3/4/2022 14:15,14:15:00
3/4/2022 14:30,14,3/4/2022 14:30,17.73,17.73,0,3/4/2022 14:30,14:30:00
3/4/2022 14:45,12,3/4/2022 14:45,20.95,21,0.05,3/4/2022 14:45,14:45:00
3/4/2022 15:00,12,3/4/2022 15:00,19,19,0,3/4/2022 15:00,15:00:00
3/4/2022 15:15,13,3/4/2022 15:15,22.93,17.2,-5.73,3/4/2022 15:15,15:15:00
3/4/2022 15:30,17,3/4/2022 15:30,17.73,17.73,0,3/4/2022 15:30,15:30:00
3/4/2022 15:45,16,3/4/2022 15:45,15,15,0,3/4/2022 15:45,15:45:00
3/4/2022 16:00,15,3/4/2022 16:00,19,19,0,3/4/2022 16:00,16:00:00
3/4/2022 16:15,15,3/4/2022 16:15,19.33,19.33,0,3/4/2022 16:15,16:15:00
3/4/2022 16:30,15,3/4/2022 16:30,17.4,17.4,0,3/4/2022 16:30,16:30:00
3/4/2022 16:45,20,3/4/2022 16:45,16.67,16.67,0,3/4/2022 16:45,16:45:00
3/4/2022 17:00,15,3/4/2022 17:00,14.07,14.07,0,3/4/2022 17:00,17:00:00
3/4/2022 17:15,15,3/4/2022 17:15,11,11,0,3/4/2022 17:15,17:15:00
3/4/2022 17:30,13,3/4/2022 17:30,11.67,11.67,0,3/4/2022 17:30,17:30:00
3/4/2022 17:45,18,3/4/2022 17:45,11.53,11.53,0,3/4/2022 17:45,17:45:00
3/4/2022 18:00,13,3/4/2022 18:00,11,11,0,3/4/2022 18:00,18:00:00
3/4/2022 18:15,11,3/4/2022 18:15,13.37,8.33,-5.04,3/4/2022 18:15,18:15:00
3/4/2022 18:30,10,3/4/2022 18:30,7,7,0,3/4/2022 18:30,18:30:00
3/4/2022 18:45,8,3/4/2022 18:45,12.28,8.67,-3.61,3/4/2022 18:45,18:45:00
3/4/2022 19:00,10,3/4/2022 19:00,10.07,7,-3.07,3/4/2022 19:00,19:00:00
3/4/2022 19:15,8,3/4/2022 19:15,7.75,6.67,-1.08,3/4/2022 19:15,19:15:00
3/4/2022 19:30,9,3/4/2022 19:30,10.07,6.67,-3.4,3/4/2022 19:30,19:30:00
3/4/2022 19:45,7,3/4/2022 19:45,4.67,4.67,0,3/4/2022 19:45,19:45:00
3/4/2022 20:00,9,3/4/2022 20:00,3.7,3,-0.7,3/4/2022 20:00,20:00:00
3/4/2022 20:15,8,3/4/2022 20:15,5,5,0,3/4/2022 20:15,20:15:00
3/4/2022 20:30,7,3/4/2022 20:30,6.7,5,-1.7,3/4/2022 20:30,20:30:00
3/4/2022 20:45,5,3/4/2022 20:45,4.33,4.33,0,3/4/2022 20:45,20:45:00
3/4/2022 21:00,3,3/4/2022 21:00,2.14,2.67,0.53,3/4/2022 21:00,21:00:00
3/4/2022 21:15,8,3/4/2022 21:15,2.8,2.8,0,3/4/2022 21:15,21:15:00
3/4/2022 21:30,7,3/4/2022 21:30,2.25,3,0.75,3/4/2022 21:30,21:30:00
3/4/2022 21:45,7,3/4/2022 21:45,3,3,0,3/4/2022 21:45,21:45:00
3/4/2022 22:00,7,3/4/2022 22:00,2,2,0,3/4/2022 22:00,22:00:00
3/4/2022 22:15,8,3/4/2022 22:15,4.05,3,-1.05,3/4/2022 22:15,22:15:00
3/4/2022 22:30,6,3/4/2022 22:30,3,3,0,3/4/2022 22:30,22:30:00
3/4/2022 22:45,4,3/4/2022 22:45,2.37,3,0.63,3/4/2022 22:45,22:45:00
3/4/2022 23:00,5,3/4/2022 23:00,4.05,3,-1.05,3/4/2022 23:00,23:00:00
3/4/2022 23:15,6,3/4/2022 23:15,1.67,1.67,0,3/4/2022 23:15,23:15:00
3/4/2022 23:30,7,3/4/2022 23:30,1.16,1.67,0.51,3/4/2022 23:30,23:30:00
3/4/2022 23:45,5,3/4/2022 23:45,1,1,0,3/4/2022 23:45,23:45:00
3/5/2022 0:00,5,3/5/2022 0:00,0.36,1,0.64,3/5/2022 0:00,0:00:00
3/5/2022 0:15,7,3/5/2022 0:15,1,1,0,3/5/2022 0:15,0:15:00
3/5/2022 0:30,7,3/5/2022 0:30,2.88,1,-1.88,3/5/2022 0:30,0:30:00
3/5/2022 0:45,6,3/5/2022 0:45,0,0,0,3/5/2022 0:45,0:45:00
3/5/2022 1:00,5,3/5/2022 1:00,1,1,0,3/5/2022 1:00,1:00:00
3/5/2022 1:15,6,3/5/2022 1:15,0.71,1,0.29,3/5/2022 1:15,1:15:00
3/5/2022 1:30,5,3/5/2022 1:30,0.58,1,0.42,3/5/2022 1:30,1:30:00
3/5/2022 1:45,4,3/5/2022 1:45,4.35,2,-2.35,3/5/2022 1:45,1:45:00
3/5/2022 2:00,5,3/5/2022 2:00,2.38,2,-0.38,3/5/2022 2:00,2:00:00
3/5/2022 2:15,6,3/5/2022 2:15,2,2,0,3/5/2022 2:15,2:15:00
3/5/2022 2:30,5,3/5/2022 2:30,2,2,0,3/5/2022 2:30,2:30:00
3/5/2022 2:45,3,3/5/2022 2:45,2.38,2,-0.38,3/5/2022 2:45,2:45:00
3/5/2022 3:00,2,3/5/2022 3:00,0.68,2,1.32,3/5/2022 3:00,3:00:00
3/5/2022 3:15,2,3/5/2022 3:15,0,2,2,3/5/2022 3:15,3:15:00
3/5/2022 3:30,3,3/5/2022 3:30,2,2,0,3/5/2022 3:30,3:30:00
3/5/2022 3:45,3,3/5/2022 3:45,0,2,2,3/5/2022 3:45,3:45:00
3/5/2022 4:00,4,3/5/2022 4:00,0,1,1,3/5/2022 4:00,4:00:00
3/5/2022 4:15,,,0,1,1,3/5/2022 4:15,4:15:00
3/5/2022 4:30,3,3/5/2022 4:30,0,1,1,3/5/2022 4:30,4:30:00
3/5/2022 4:45,5,3/5/2022 4:45,0,2,2,3/5/2022 4:45,4:45:00
3/5/2022 5:00,2,3/5/2022 5:00,0,2,2,3/5/2022 5:00,5:00:00
3/5/2022 5:15,,,0,2,2,3/5/2022 5:15,5:15:00
3/5/2022 5:30,,,0,2,2,3/5/2022 5:30,5:30:00
3/5/2022 5:45,2,3/5/2022 5:45,0,6,6,3/5/2022 5:45,5:45:00
3/5/2022 6:00,4,3/5/2022 6:00,0,6,6,3/5/2022 6:00,6:00:00
3/5/2022 6:15,5,3/5/2022 6:15,5.67,5.67,0,3/5/2022 6:15,6:15:00
3/5/2022 6:30,4,3/5/2022 6:30,0,5,5,3/5/2022 6:30,6:30:00
3/5/2022 6:45,4,3/5/2022 6:45,0,3,3,3/5/2022 6:45,6:45:00
3/5/2022 7:00,3,3/5/2022 7:00,2.38,5,2.62,3/5/2022 7:00,7:00:00
3/5/2022 7:15,5,3/5/2022 7:15,1.86,6,4.14,3/5/2022 7:15,7:15:00
3/5/2022 7:30,7,3/5/2022 7:30,2.38,4.6,2.22,3/5/2022 7:30,7:30:00
3/5/2022 7:45,5,3/5/2022 7:45,2.38,5.67,3.29,3/5/2022 7:45,7:45:00
3/5/2022 8:00,5,3/5/2022 8:00,4.14,7,2.86,3/5/2022 8:00,8:00:00
3/5/2022 8:15,6,3/5/2022 8:15,4.14,8,3.86,3/5/2022 8:15,8:15:00
3/5/2022 8:30,4,3/5/2022 8:30,4.75,8,3.25,3/5/2022 8:30,8:30:00
3/5/2022 8:45,4,3/5/2022 8:45,4.14,8,3.86,3/5/2022 8:45,8:45:00
3/5/2022 9:00,5,3/5/2022 9:00,4.14,6.67,2.53,3/5/2022 9:00,9:00:00
3/5/2022 9:15,11,3/5/2022 9:15,6.32,8,1.68,3/5/2022 9:15,9:15:00
3/5/2022 9:30,9,3/5/2022 9:30,6.72,7,0.28,3/5/2022 9:30,9:30:00
3/5/2022 9:45,8,3/5/2022 9:45,7.14,5.67,-1.47,3/5/2022 9:45,9:45:00
3/5/2022 10:00,9,3/5/2022 10:00,5.82,8,2.18,3/5/2022 10:00,10:00:00
3/5/2022 10:15,9,3/5/2022 10:15,6.48,9,2.52,3/5/2022 10:15,10:15:00
3/5/2022 10:30,6,3/5/2022 10:30,7.59,11,3.41,3/5/2022 10:30,10:30:00
3/5/2022 10:45,12,3/5/2022 10:45,8.12,10,1.88,3/5/2022 10:45,10:45:00
3/5/2022 11:00,9,3/5/2022 11:00,10.19,11,0.81,3/5/2022 11:00,11:00:00
3/5/2022 11:15,7,3/5/2022 11:15,8.87,9.93,1.06,3/5/2022 11:15,11:15:00
3/5/2022 11:30,8,3/5/2022 11:30,10.17,9,-1.17,3/5/2022 11:30,11:30:00
3/5/2022 11:45,6,3/5/2022 11:45,8.65,9,0.35,3/5/2022 11:45,11:45:00
3/5/2022 12:00,12,3/5/2022 12:00,9.43,10,0.57,3/5/2022 12:00,12:00:00
3/5/2022 12:15,11,3/5/2022 12:15,7.89,12,4.11,3/5/2022 12:15,12:15:00
3/5/2022 12:30,11,3/5/2022 12:30,9.09,9,-0.09,3/5/2022 12:30,12:30:00
3/5/2022 12:45,13,3/5/2022 12:45,6.48,12.27,5.79,3/5/2022 12:45,12:45:00
3/5/2022 13:00,14,3/5/2022 13:00,8.26,13,4.74,3/5/2022 13:00,13:00:00
3/5/2022 13:15,10,3/5/2022 13:15,6.21,12,5.79,3/5/2022 13:15,13:15:00
3/5/2022 13:30,9,3/5/2022 13:30,7.04,12.53,5.49,3/5/2022 13:30,13:30:00
3/5/2022 13:45,6,3/5/2022 13:45,15.4,12.67,-2.73,3/5/2022 13:45,13:45:00
3/5/2022 14:00,8,3/5/2022 14:00,7.94,11.33,3.39,3/5/2022 14:00,14:00:00
3/5/2022 14:15,8,3/5/2022 14:15,5.31,4,-1.31,3/5/2022 14:15,14:15:00
3/5/2022 14:30,8,3/5/2022 14:30,7.59,7,-0.59,3/5/2022 14:30,14:30:00
3/5/2022 14:45,9,3/5/2022 14:45,8.33,6.2,-2.13,3/5/2022 14:45,14:45:00
3/5/2022 15:00,8,3/5/2022 15:00,8.67,6.93,-1.74,3/5/2022 15:00,15:00:00
3/5/2022 15:15,8,3/5/2022 15:15,8.22,6.4,-1.82,3/5/2022 15:15,15:15:00
3/5/2022 15:30,7,3/5/2022 15:30,5.9,6,0.1,3/5/2022 15:30,15:30:00
3/5/2022 15:45,7,3/5/2022 15:45,7.59,7,-0.59,3/5/2022 15:45,15:45:00
3/5/2022 16:00,8,3/5/2022 16:00,7.45,6,-1.45,3/5/2022 16:00,16:00:00
3/5/2022 16:15,7,3/5/2022 16:15,5.97,4.33,-1.64,3/5/2022 16:15,16:15:00
3/5/2022 16:30,10,3/5/2022 16:30,6.4,6,-0.4,3/5/2022 16:30,16:30:00
3/5/2022 16:45,9,3/5/2022 16:45,4.79,5,0.21,3/5/2022 16:45,16:45:00
3/5/2022 17:00,10,3/5/2022 17:00,4.76,4,-0.76,3/5/2022 17:00,17:00:00
3/5/2022 17:15,13,3/5/2022 17:15,4.67,4.67,0,3/5/2022 17:15,17:15:00
3/5/2022 17:30,11,3/5/2022 17:30,4.28,3,-1.28,3/5/2022 17:30,17:30:00
3/5/2022 17:45,5,3/5/2022 17:45,4,4,0,3/5/2022 17:45,17:45:00
3/5/2022 18:00,8,3/5/2022 18:00,4,4,0,3/5/2022 18:00,18:00:00
3/5/2022 18:15,7,3/5/2022 18:15,4.23,4,-0.23,3/5/2022 18:15,18:15:00
3/5/2022 18:30,6,3/5/2022 18:30,4,4,0,3/5/2022 18:30,18:30:00
3/5/2022 18:45,6,3/5/2022 18:45,2.67,2.67,0,3/5/2022 18:45,18:45:00
3/5/2022 19:00,7,3/5/2022 19:00,4,4,0,3/5/2022 19:00,19:00:00
3/5/2022 19:15,7,3/5/2022 19:15,4,4,0,3/5/2022 19:15,19:15:00
3/5/2022 19:30,7,3/5/2022 19:30,3.74,4,0.26,3/5/2022 19:30,19:30:00
3/5/2022 19:45,6,3/5/2022 19:45,4.14,3.67,-0.47,3/5/2022 19:45,19:45:00
3/5/2022 20:00,8,3/5/2022 20:00,2.88,3,0.12,3/5/2022 20:00,20:00:00
3/5/2022 20:15,6,3/5/2022 20:15,4.46,3,-1.46,3/5/2022 20:15,20:15:00
3/5/2022 20:30,9,3/5/2022 20:30,4.46,3,-1.46,3/5/2022 20:30,20:30:00
3/5/2022 20:45,7,3/5/2022 20:45,3.16,3,-0.16,3/5/2022 20:45,20:45:00
3/5/2022 21:00,12,3/5/2022 21:00,4.46,3.67,-0.79,3/5/2022 21:00,21:00:00
3/5/2022 21:15,11,3/5/2022 21:15,2.87,3,0.13,3/5/2022 21:15,21:15:00
3/5/2022 21:30,7,3/5/2022 21:30,0,2,2,3/5/2022 21:30,21:30:00
3/5/2022 21:45,7,3/5/2022 21:45,4.46,2,-2.46,3/5/2022 21:45,21:45:00
3/5/2022 22:00,6,3/5/2022 22:00,4.46,3,-1.46,3/5/2022 22:00,22:00:00
3/5/2022 22:15,7,3/5/2022 22:15,3.97,3,-0.97,3/5/2022 22:15,22:15:00
3/5/2022 22:30,6,3/5/2022 22:30,4.46,3,-1.46,3/5/2022 22:30,22:30:00
3/5/2022 22:45,6,3/5/2022 22:45,3.02,3,-0.02,3/5/2022 22:45,22:45:00
3/5/2022 23:00,7,3/5/2022 23:00,3.02,3,-0.02,3/5/2022 23:00,23:00:00
3/5/2022 23:15,4,3/5/2022 23:15,3.02,3,-0.02,3/5/2022 23:15,23:15:00
3/5/2022 23:30,7,3/5/2022 23:30,3.02,1,-2.02,3/5/2022 23:30,23:30:00
3/5/2022 23:45,3,3/5/2022 23:45,3.02,1,-2.02,3/5/2022 23:45,23:45:00
3/6/2022 0:00,3,3/6/2022 0:00,2.21,2,-0.21,3/6/2022 0:00,0:00:00
3/6/2022 0:15,3,3/6/2022 0:15,2.88,3,0.12,3/6/2022 0:15,0:15:00
3/6/2022 0:30,2,3/6/2022 0:30,2.88,3,0.12,3/6/2022 0:30,0:30:00
3/6/2022 0:45,5,3/6/2022 0:45,4.25,3,-1.25,3/6/2022 0:45,0:45:00
3/6/2022 1:00,3,3/6/2022 1:00,2.88,3,0.12,3/6/2022 1:00,1:00:00
3/6/2022 1:15,3,3/6/2022 1:15,2.88,2,-0.88,3/6/2022 1:15,1:15:00
3/6/2022 1:30,1,3/6/2022 1:30,0,3,3,3/6/2022 1:30,1:30:00
3/6/2022 1:45,1,3/6/2022 1:45,2.88,2,-0.88,3/6/2022 1:45,1:45:00
3/6/2022 2:00,2,3/6/2022 2:00,2.38,2,-0.38,3/6/2022 2:00,2:00:00
3/6/2022 2:15,2,3/6/2022 2:15,1.88,2,0.12,3/6/2022 2:15,2:15:00
3/6/2022 2:30,3,3/6/2022 2:30,0,2,2,3/6/2022 2:30,2:30:00
3/6/2022 2:45,4,3/6/2022 2:45,0,3,3,3/6/2022 2:45,2:45:00
3/6/2022 3:00,1,3/6/2022 3:00,0,2,2,3/6/2022 3:00,3:00:00
3/6/2022 3:15,4,3/6/2022 3:15,0,2.67,2.67,3/6/2022 3:15,3:15:00
3/6/2022 3:30,1,3/6/2022 3:30,0,2,2,3/6/2022 3:30,3:30:00
3/6/2022 3:45,,,0,2,2,3/6/2022 3:45,3:45:00
3/6/2022 4:00,5,3/6/2022 4:00,2,2,0,3/6/2022 4:00,4:00:00
3/6/2022 4:15,3,3/6/2022 4:15,0,1,1,3/6/2022 4:15,4:15:00
3/6/2022 4:30,2,3/6/2022 4:30,0,2,2,3/6/2022 4:30,4:30:00
3/6/2022 4:45,,,0,1,1,3/6/2022 4:45,4:45:00
3/6/2022 5:00,,,0,1,1,3/6/2022 5:00,5:00:00
3/6/2022 5:15,,,0,1,1,3/6/2022 5:15,5:15:00
3/6/2022 5:30,2,3/6/2022 5:30,1,1,0,3/6/2022 5:30,5:30:00
3/6/2022 5:45,1,3/6/2022 5:45,0,4,4,3/6/2022 5:45,5:45:00
3/6/2022 6:00,,,0,4,4,3/6/2022 6:00,6:00:00
3/6/2022 6:15,4,3/6/2022 6:15,0,4,4,3/6/2022 6:15,6:15:00
3/6/2022 6:30,1,3/6/2022 6:30,0,4,4,3/6/2022 6:30,6:30:00
3/6/2022 6:45,5,3/6/2022 6:45,0,4,4,3/6/2022 6:45,6:45:00
3/6/2022 7:00,3,3/6/2022 7:00,0,5,5,3/6/2022 7:00,7:00:00
3/6/2022 7:15,4,3/6/2022 7:15,0,5,5,3/6/2022 7:15,7:15:00
3/6/2022 7:30,2,3/6/2022 7:30,0,4,4,3/6/2022 7:30,7:30:00
3/6/2022 7:45,3,3/6/2022 7:45,0,3.67,3.67,3/6/2022 7:45,7:45:00
3/6/2022 8:00,2,3/6/2022 8:00,0,4,4,3/6/2022 8:00,8:00:00
3/6/2022 8:15,2,3/6/2022 8:15,0,3,3,3/6/2022 8:15,8:15:00
3/6/2022 8:30,2,3/6/2022 8:30,3.27,3.27,0,3/6/2022 8:30,8:30:00
3/6/2022 8:45,3,3/6/2022 8:45,2.19,3.53,1.34,3/6/2022 8:45,8:45:00
3/6/2022 9:00,5,3/6/2022 9:00,2.82,3,0.18,3/6/2022 9:00,9:00:00
3/6/2022 9:15,5,3/6/2022 9:15,1.88,4,2.12,3/6/2022 9:15,9:15:00
3/6/2022 9:30,5,3/6/2022 9:30,2.04,3,0.96,3/6/2022 9:30,9:30:00
3/6/2022 9:45,4,3/6/2022 9:45,3.71,3,-0.71,3/6/2022 9:45,9:45:00
3/6/2022 10:00,5,3/6/2022 10:00,4.14,3,-1.14,3/6/2022 10:00,10:00:00
3/6/2022 10:15,6,3/6/2022 10:15,3.43,3,-0.43,3/6/2022 10:15,10:15:00
3/6/2022 10:30,7,3/6/2022 10:30,2.69,3,0.31,3/6/2022 10:30,10:30:00
3/6/2022 10:45,6,3/6/2022 10:45,2.67,2.67,0,3/6/2022 10:45,10:45:00
3/6/2022 11:00,7,3/6/2022 11:00,3.1,4,0.9,3/6/2022 11:00,11:00:00
3/6/2022 11:15,3,3/6/2022 11:15,4.91,4,-0.91,3/6/2022 11:15,11:15:00
3/6/2022 11:30,5,3/6/2022 11:30,4.15,4,-0.15,3/6/2022 11:30,11:30:00
3/6/2022 11:45,7,3/6/2022 11:45,5.34,4,-1.34,3/6/2022 11:45,11:45:00
3/6/2022 12:00,8,3/6/2022 12:00,3.11,3,-0.11,3/6/2022 12:00,12:00:00
3/6/2022 12:15,11,3/6/2022 12:15,5.34,4,-1.34,3/6/2022 12:15,12:15:00
3/6/2022 12:30,9,3/6/2022 12:30,5,5,0,3/6/2022 12:30,12:30:00
3/6/2022 12:45,9,3/6/2022 12:45,5.43,5,-0.43,3/6/2022 12:45,12:45:00
3/6/2022 13:00,12,3/6/2022 13:00,4.44,4,-0.44,3/6/2022 13:00,13:00:00
3/6/2022 13:15,8,3/6/2022 13:15,5.34,6,0.66,3/6/2022 13:15,13:15:00
3/6/2022 13:30,11,3/6/2022 13:30,6.48,6,-0.48,3/6/2022 13:30,13:30:00
3/6/2022 13:45,9,3/6/2022 13:45,6.48,6,-0.48,3/6/2022 13:45,13:45:00
3/6/2022 14:00,10,3/6/2022 14:00,6.48,5.33,-1.15,3/6/2022 14:00,14:00:00
3/6/2022 14:15,10,3/6/2022 14:15,5.34,5,-0.34,3/6/2022 14:15,14:15:00
3/6/2022 14:30,7,3/6/2022 14:30,6.48,5,-1.48,3/6/2022 14:30,14:30:00
3/6/2022 14:45,14,3/6/2022 14:45,5.34,5,-0.34,3/6/2022 14:45,14:45:00
3/6/2022 15:00,11,3/6/2022 15:00,6.48,4,-2.48,3/6/2022 15:00,15:00:00
3/6/2022 15:15,4,3/6/2022 15:15,6.48,4.67,-1.81,3/6/2022 15:15,15:15:00
3/6/2022 15:30,7,3/6/2022 15:30,4,4,0,3/6/2022 15:30,15:30:00
3/6/2022 15:45,9,3/6/2022 15:45,3,3,0,3/6/2022 15:45,15:45:00
3/6/2022 16:00,10,3/6/2022 16:00,2,2,0,3/6/2022 16:00,16:00:00
3/6/2022 16:15,9,3/6/2022 16:15,2,2,0,3/6/2022 16:15,16:15:00
