DisplaycName,dIntervalStart,nEnteredAcd,nAnsweredAcd,nAbandonedAcd,nFlowOutAcd,nHoldAcd,tHoldAcd,tTalkAcd,tAcw
CC Risk 1,3/4/2022 1:15,1,1,0,0,0,0,479,0
CC Risk 1,3/4/2022 1:15,2,2,0,0,0,213,1649,34
CC Risk 1,3/4/2022 1:30,1,1,0,0,0,0,470,50
CC Risk 1,3/4/2022 1:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 1:30,1,1,0,0,0,0,107,247
CC Risk 1,3/4/2022 1:30,2,2,0,0,0,0,804,126
CC Risk 1,3/4/2022 1:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 1:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 1:45,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 1:45,3,3,0,0,2,178,1810,78
CC Risk 1,3/4/2022 2:00,4,3,0,0,0,906,3423,124
CC Risk 1,3/4/2022 2:00,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 2:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 2:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 2:15,0,0,0,0,0,0,469,209
CC Risk 1,3/4/2022 2:15,1,2,0,0,2,277,1469,492
CC Risk 1,3/4/2022 2:30,1,1,0,0,0,0,990,0
CC Risk 1,3/4/2022 2:30,1,1,0,0,0,0,599,6
CC Risk 1,3/4/2022 2:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 2:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 2:45,1,1,0,0,0,0,1156,308
CC Risk 1,3/4/2022 3:00,1,1,0,0,0,0,167,0
CC Risk 1,3/4/2022 3:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 3:00,1,1,0,0,0,0,572,0
CC Risk 1,3/4/2022 3:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 3:15,0,0,0,0,1,100,392,98
CC Risk 1,3/4/2022 3:15,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 3:15,0,0,0,0,0,0,0,3
CC Risk 1,3/4/2022 3:30,0,0,0,0,0,0,511,88
CC Risk 1,3/4/2022 4:45,2,2,0,0,1,23,946,35
CC Risk 1,3/4/2022 4:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 4:45,1,1,0,0,0,0,44,29
CC Risk 1,3/4/2022 4:45,1,1,0,0,1,46,64,6
CC Risk 1,3/4/2022 5:00,2,2,0,0,0,0,489,12
CC Risk 1,3/4/2022 5:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 5:00,0,0,0,0,0,0,420,6
CC Risk 1,3/4/2022 5:15,3,3,0,0,0,0,458,6
CC Risk 1,3/4/2022 5:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 5:15,3,3,0,0,0,0,292,6
CC Risk 1,3/4/2022 5:30,1,1,0,0,0,0,1525,697
CC Risk 1,3/4/2022 5:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 5:30,0,0,0,0,0,0,1484,6
CC Risk 1,3/4/2022 5:45,0,0,0,0,0,0,211,6
CC Risk 1,3/4/2022 5:45,0,0,0,0,1,168,676,5
CC Risk 1,3/4/2022 6:00,1,1,0,0,1,111,689,0
CC Risk 1,3/4/2022 6:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 6:00,1,1,0,0,1,223,781,0
CC Risk 1,3/4/2022 6:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 6:00,2,2,0,0,1,247,778,164
CC Risk 1,3/4/2022 6:15,0,0,0,0,0,0,747,153
CC Risk 1,3/4/2022 6:15,3,3,0,0,0,0,2092,152
CC Risk 1,3/4/2022 6:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 6:15,2,2,0,0,1,330,1341,0
CC Risk 1,3/4/2022 6:30,1,1,0,0,1,186,2260,51
CC Risk 1,3/4/2022 6:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 6:30,0,0,0,0,1,276,2516,12
CC Risk 1,3/4/2022 6:30,0,0,0,0,0,0,0,12
CC Risk 1,3/4/2022 6:45,4,4,0,0,1,61,1616,12
CC Risk 1,3/4/2022 6:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 6:45,4,4,0,0,0,0,2117,188
CC Risk 1,3/4/2022 7:00,4,4,0,0,1,116,2353,77
CC Risk 1,3/4/2022 7:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 7:00,0,0,0,0,0,0,1968,12
CC Risk 1,3/4/2022 7:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 7:00,1,1,0,0,0,0,323,0
CC Risk 1,3/4/2022 7:15,0,0,0,0,0,0,854,6
CC Risk 1,3/4/2022 7:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 7:15,1,1,0,0,0,0,788,0
CC Risk 1,3/4/2022 7:15,1,1,0,0,0,0,717,246
CC Risk 1,3/4/2022 7:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 7:15,4,4,0,0,0,0,1920,159
CC Risk 1,3/4/2022 7:30,3,3,0,0,0,0,3859,203
CC Risk 1,3/4/2022 7:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 7:30,3,3,0,0,1,143,1238,107
CC Risk 1,3/4/2022 7:30,0,0,0,0,0,0,568,15
CC Risk 1,3/4/2022 7:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 7:45,2,2,0,0,1,6,468,87
CC Risk 1,3/4/2022 7:45,2,2,0,0,1,83,539,269
CC Risk 1,3/4/2022 7:45,6,6,0,0,1,106,5228,36
CC Risk 1,3/4/2022 7:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 7:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 7:45,6,6,0,0,0,0,3230,81
CC Risk 1,3/4/2022 8:00,5,4,0,0,2,190,4065,318
CC Risk 1,3/4/2022 8:00,2,2,0,0,0,0,719,6
CC Risk 1,3/4/2022 8:00,1,1,0,0,0,0,381,0
CC Risk 1,3/4/2022 8:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:00,1,1,0,0,0,0,594,0
CC Risk 1,3/4/2022 8:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:00,3,3,0,0,0,15,4761,932
CC Risk 1,3/4/2022 8:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:00,1,1,0,0,0,93,1291,0
CC Risk 1,3/4/2022 8:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:00,3,3,0,0,0,0,1439,39
CC Risk 1,3/4/2022 8:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:15,2,2,0,0,0,0,2617,185
CC Risk 1,3/4/2022 8:15,0,0,0,0,0,0,1393,12
CC Risk 1,3/4/2022 8:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:15,2,2,0,0,0,259,3195,384
CC Risk 1,3/4/2022 8:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:15,1,1,0,0,0,0,918,37
CC Risk 1,3/4/2022 8:15,1,1,0,0,0,0,816,0
CC Risk 1,3/4/2022 8:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:15,2,2,0,0,0,0,175,6
CC Risk 1,3/4/2022 8:15,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 8:15,11,12,0,0,1,141,6146,632
CC Risk 1,3/4/2022 8:15,1,1,0,0,0,0,610,48
CC Risk 1,3/4/2022 8:30,7,7,0,0,3,235,5662,528
CC Risk 1,3/4/2022 8:30,4,4,0,0,0,0,1325,22
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,63,44
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,804,61
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,387,224
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:30,3,3,0,0,0,0,591,100
CC Risk 1,3/4/2022 8:30,3,3,0,0,0,0,2765,226
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,0,2
CC Risk 1,3/4/2022 8:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:30,3,3,0,0,0,0,2813,32
CC Risk 1,3/4/2022 8:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:45,1,1,0,0,0,0,1456,161
CC Risk 1,3/4/2022 8:45,2,2,0,0,0,0,1864,644
CC Risk 1,3/4/2022 8:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:45,4,4,0,0,1,269,1070,361
CC Risk 1,3/4/2022 8:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 8:45,0,0,0,0,0,0,816,6
CC Risk 1,3/4/2022 8:45,8,8,0,0,0,0,7303,575
CC Risk 1,3/4/2022 8:45,1,1,0,0,0,0,2542,141
CC Risk 1,3/4/2022 9:00,9,9,0,0,1,110,6248,488
CC Risk 1,3/4/2022 9:00,2,2,0,0,1,199,2016,215
CC Risk 1,3/4/2022 9:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:00,3,3,0,0,2,433,3105,0
CC Risk 1,3/4/2022 9:00,4,4,0,0,1,201,2031,329
CC Risk 1,3/4/2022 9:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:00,3,3,0,0,0,0,1390,219
CC Risk 1,3/4/2022 9:00,2,2,0,0,1,57,248,96
CC Risk 1,3/4/2022 9:15,0,0,0,0,1,143,900,0
CC Risk 1,3/4/2022 9:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:15,2,2,0,0,2,116,3150,231
CC Risk 1,3/4/2022 9:15,12,12,0,0,1,106,3958,406
CC Risk 1,3/4/2022 9:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:15,7,7,0,0,0,227,4874,226
CC Risk 1,3/4/2022 9:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:15,13,13,0,0,1,2,8320,594
CC Risk 1,3/4/2022 9:15,0,0,0,0,0,0,1429,317
CC Risk 1,3/4/2022 9:30,26,26,0,0,6,1120,15275,840
CC Risk 1,3/4/2022 9:30,0,0,0,0,0,0,470,141
CC Risk 1,3/4/2022 9:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:30,1,1,0,0,0,0,218,78
CC Risk 1,3/4/2022 9:30,2,2,0,0,0,219,5996,226
CC Risk 1,3/4/2022 9:30,10,10,0,0,4,855,10076,453
CC Risk 1,3/4/2022 9:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:30,0,0,0,0,0,0,325,381
CC Risk 1,3/4/2022 9:30,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 9:45,0,0,0,0,0,100,798,6
CC Risk 1,3/4/2022 9:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:45,2,2,0,0,1,268,700,23
CC Risk 1,3/4/2022 9:45,9,9,0,0,2,467,9065,938
CC Risk 1,3/4/2022 9:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:45,1,1,0,0,0,0,23,6
CC Risk 1,3/4/2022 9:45,4,4,0,0,1,68,4573,760
CC Risk 1,3/4/2022 9:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 9:45,2,2,0,0,0,0,358,133
CC Risk 1,3/4/2022 9:45,18,18,0,0,2,1425,17972,1945
CC Risk 1,3/4/2022 10:00,18,18,0,0,3,262,15900,2084
CC Risk 1,3/4/2022 10:00,2,2,0,0,0,0,714,84
CC Risk 1,3/4/2022 10:00,2,2,0,0,0,0,81,90
CC Risk 1,3/4/2022 10:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:00,1,1,0,0,0,0,281,0
CC Risk 1,3/4/2022 10:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:00,3,3,0,0,1,145,3575,283
CC Risk 1,3/4/2022 10:00,10,10,0,0,3,406,9495,493
CC Risk 1,3/4/2022 10:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:00,1,1,0,0,0,0,1762,244
CC Risk 1,3/4/2022 10:00,1,1,0,0,0,0,118,0
CC Risk 1,3/4/2022 10:15,1,1,0,0,1,24,1224,37
CC Risk 1,3/4/2022 10:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:15,2,2,0,0,0,0,620,233
CC Risk 1,3/4/2022 10:15,17,17,0,0,3,222,11235,1013
CC Risk 1,3/4/2022 10:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:15,1,1,0,0,0,0,1157,0
CC Risk 1,3/4/2022 10:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:15,2,2,0,0,0,0,3240,126
CC Risk 1,3/4/2022 10:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:15,0,0,0,0,0,0,0,3
CC Risk 1,3/4/2022 10:15,19,19,0,0,2,191,15269,1474
CC Risk 1,3/4/2022 10:15,1,1,0,0,0,0,945,45
CC Risk 1,3/4/2022 10:30,11,11,0,0,2,269,15064,1209
CC Risk 1,3/4/2022 10:30,1,1,0,0,0,0,35,85
CC Risk 1,3/4/2022 10:30,1,1,0,0,0,0,340,232
CC Risk 1,3/4/2022 10:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:30,1,1,0,0,0,0,585,170
CC Risk 1,3/4/2022 10:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:30,5,5,0,0,1,54,3213,660
CC Risk 1,3/4/2022 10:30,14,14,0,0,1,162,12904,788
CC Risk 1,3/4/2022 10:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:30,0,0,0,0,0,0,0,3
CC Risk 1,3/4/2022 10:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:30,6,6,0,0,1,3,2938,168
CC Risk 1,3/4/2022 10:30,1,1,0,0,0,0,570,154
CC Risk 1,3/4/2022 10:45,2,2,0,0,0,0,493,6
CC Risk 1,3/4/2022 10:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:45,5,5,0,0,1,221,4988,516
CC Risk 1,3/4/2022 10:45,13,13,0,0,2,340,12064,1511
CC Risk 1,3/4/2022 10:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:45,1,1,0,0,1,159,626,0
CC Risk 1,3/4/2022 10:45,0,0,0,0,0,0,562,59
CC Risk 1,3/4/2022 10:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:45,6,6,0,0,3,328,5232,713
CC Risk 1,3/4/2022 10:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:45,1,1,0,0,0,0,52,0
CC Risk 1,3/4/2022 10:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 10:45,17,17,0,0,5,964,14570,1080
CC Risk 1,3/4/2022 11:00,20,20,0,0,3,517,12125,1847
CC Risk 1,3/4/2022 11:00,3,3,0,0,0,0,421,220
CC Risk 1,3/4/2022 11:00,3,3,0,0,0,0,72,280
CC Risk 1,3/4/2022 11:00,0,0,0,0,0,0,391,6
CC Risk 1,3/4/2022 11:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:00,0,0,0,0,0,0,0,10
CC Risk 1,3/4/2022 11:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:00,3,3,0,0,0,17,5607,281
CC Risk 1,3/4/2022 11:00,12,12,0,0,4,644,9983,1202
CC Risk 1,3/4/2022 11:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:00,0,0,0,0,0,0,676,135
CC Risk 1,3/4/2022 11:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:00,8,6,1,0,0,0,4344,309
CC Risk 1,3/4/2022 11:00,1,1,0,0,0,0,1000,0
CC Risk 1,3/4/2022 11:15,1,1,0,0,0,0,1790,98
CC Risk 1,3/4/2022 11:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:15,1,2,0,0,0,0,2063,240
CC Risk 1,3/4/2022 11:15,15,15,0,0,1,130,11232,945
CC Risk 1,3/4/2022 11:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:15,1,1,0,0,0,0,513,4
CC Risk 1,3/4/2022 11:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:15,6,6,0,0,0,0,4506,458
CC Risk 1,3/4/2022 11:15,1,1,0,0,0,0,572,0
CC Risk 1,3/4/2022 11:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:15,1,1,0,0,0,0,83,51
CC Risk 1,3/4/2022 11:15,19,19,0,0,6,814,13929,1599
CC Risk 1,3/4/2022 11:15,2,2,0,0,1,63,2363,0
CC Risk 1,3/4/2022 11:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:30,28,28,0,0,5,651,19007,1732
CC Risk 1,3/4/2022 11:30,2,2,0,0,0,0,2281,377
CC Risk 1,3/4/2022 11:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:30,0,0,0,0,0,0,0,213
CC Risk 1,3/4/2022 11:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:30,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 11:30,4,4,0,0,3,574,5294,534
CC Risk 1,3/4/2022 11:30,0,0,0,0,0,0,148,6
CC Risk 1,3/4/2022 11:30,15,15,0,0,3,223,14005,1015
CC Risk 1,3/4/2022 11:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:30,1,1,0,0,0,0,275,0
CC Risk 1,3/4/2022 11:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:30,4,4,0,0,0,0,2232,130
CC Risk 1,3/4/2022 11:30,0,0,0,0,1,50,1095,132
CC Risk 1,3/4/2022 11:45,0,0,0,0,0,0,803,76
CC Risk 1,3/4/2022 11:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:45,1,1,0,0,2,388,2463,117
CC Risk 1,3/4/2022 11:45,24,24,0,0,1,124,14208,2101
CC Risk 1,3/4/2022 11:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:45,0,0,0,0,0,0,52,92
CC Risk 1,3/4/2022 11:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:45,1,1,0,0,0,0,962,6
CC Risk 1,3/4/2022 11:45,3,3,0,0,0,10,5647,267
CC Risk 1,3/4/2022 11:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 11:45,1,1,0,0,0,0,339,0
CC Risk 1,3/4/2022 11:45,17,17,0,0,4,452,22677,1222
CC Risk 1,3/4/2022 11:45,1,1,0,0,0,0,1066,18
CC Risk 1,3/4/2022 12:00,13,13,0,0,1,50,14292,2055
CC Risk 1,3/4/2022 12:00,4,4,0,0,1,166,1502,99
CC Risk 1,3/4/2022 12:00,1,1,0,0,0,0,4,6
CC Risk 1,3/4/2022 12:00,2,2,0,0,1,62,1256,6
CC Risk 1,3/4/2022 12:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:00,1,1,0,0,0,0,541,231
CC Risk 1,3/4/2022 12:00,8,8,0,0,0,0,8036,498
CC Risk 1,3/4/2022 12:00,11,11,0,0,2,432,13230,2179
CC Risk 1,3/4/2022 12:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:00,1,1,0,0,0,0,160,86
CC Risk 1,3/4/2022 12:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:00,1,1,0,0,0,0,537,342
CC Risk 1,3/4/2022 12:00,0,0,0,0,0,0,0,1
CC Risk 1,3/4/2022 12:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:15,4,4,0,0,0,0,2426,95
CC Risk 1,3/4/2022 12:15,7,7,0,0,3,912,8624,1691
CC Risk 1,3/4/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:15,1,1,0,0,0,0,221,2
CC Risk 1,3/4/2022 12:15,4,4,0,0,2,222,9099,312
CC Risk 1,3/4/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:15,0,0,0,0,0,0,1244,95
CC Risk 1,3/4/2022 12:15,18,18,0,0,4,394,11732,1389
CC Risk 1,3/4/2022 12:15,3,3,0,0,0,0,3021,236
CC Risk 1,3/4/2022 12:30,17,17,0,0,5,759,19247,728
CC Risk 1,3/4/2022 12:30,1,1,0,0,0,0,226,0
CC Risk 1,3/4/2022 12:30,1,1,0,0,0,251,2166,11
CC Risk 1,3/4/2022 12:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:30,0,0,0,0,0,0,14,77
CC Risk 1,3/4/2022 12:30,8,8,0,0,0,0,9533,240
CC Risk 1,3/4/2022 12:30,13,13,0,0,4,245,7170,651
CC Risk 1,3/4/2022 12:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:30,0,0,0,0,0,0,0,5
CC Risk 1,3/4/2022 12:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:30,2,2,0,0,1,39,2633,16
CC Risk 1,3/4/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:45,2,2,0,0,2,103,2159,369
CC Risk 1,3/4/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:45,17,17,0,0,2,384,10727,719
CC Risk 1,3/4/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:45,1,1,0,0,0,0,644,2
CC Risk 1,3/4/2022 12:45,3,3,0,0,2,163,10545,228
CC Risk 1,3/4/2022 12:45,2,2,0,0,0,0,230,115
CC Risk 1,3/4/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 12:45,1,1,0,0,0,0,19,111
CC Risk 1,3/4/2022 12:45,1,1,0,0,1,100,595,0
CC Risk 1,3/4/2022 12:45,21,21,0,0,2,156,14708,1928
CC Risk 1,3/4/2022 12:45,0,0,0,0,0,0,444,80
CC Risk 1,3/4/2022 12:45,0,0,0,0,0,0,988,266
CC Risk 1,3/4/2022 13:00,24,24,0,0,3,462,17409,1264
CC Risk 1,3/4/2022 13:00,3,3,0,0,0,0,530,148
CC Risk 1,3/4/2022 13:00,1,1,0,0,0,22,1001,277
CC Risk 1,3/4/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:00,2,2,0,0,0,0,1009,13
CC Risk 1,3/4/2022 13:00,5,5,0,0,1,56,6947,832
CC Risk 1,3/4/2022 13:00,0,0,0,0,0,0,900,0
CC Risk 1,3/4/2022 13:00,16,15,1,0,5,565,17890,1327
CC Risk 1,3/4/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:00,2,2,0,0,0,0,1370,114
CC Risk 1,3/4/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:15,4,4,0,0,1,99,1884,227
CC Risk 1,3/4/2022 13:15,1,1,0,0,0,0,54,129
CC Risk 1,3/4/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:15,16,16,0,0,2,949,16621,1794
CC Risk 1,3/4/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:15,1,1,0,0,0,0,117,0
CC Risk 1,3/4/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:15,2,2,0,0,1,55,868,261
CC Risk 1,3/4/2022 13:15,4,4,0,0,0,0,5324,588
CC Risk 1,3/4/2022 13:15,0,0,0,0,0,0,427,78
CC Risk 1,3/4/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:15,1,1,0,0,0,0,321,19
CC Risk 1,3/4/2022 13:15,1,1,0,0,0,0,699,316
CC Risk 1,3/4/2022 13:15,1,1,0,0,1,67,666,29
CC Risk 1,3/4/2022 13:15,20,20,0,0,2,134,18984,1726
CC Risk 1,3/4/2022 13:15,3,3,0,0,2,80,2273,103
CC Risk 1,3/4/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:30,12,12,0,0,1,361,14177,1181
CC Risk 1,3/4/2022 13:30,2,2,0,0,0,87,2081,28
CC Risk 1,3/4/2022 13:30,1,1,0,0,0,0,67,85
CC Risk 1,3/4/2022 13:30,1,1,0,0,0,0,518,6
CC Risk 1,3/4/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:30,1,1,0,0,0,0,337,6
CC Risk 1,3/4/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:30,0,0,0,0,0,0,754,15
CC Risk 1,3/4/2022 13:30,2,2,0,0,0,0,3523,208
CC Risk 1,3/4/2022 13:30,1,1,0,0,0,0,661,0
CC Risk 1,3/4/2022 13:30,21,21,0,0,3,659,13966,1675
CC Risk 1,3/4/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:30,0,0,0,0,1,175,900,0
CC Risk 1,3/4/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:30,4,4,0,0,1,1,2391,174
CC Risk 1,3/4/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/4/2022 13:45,2,2,0,0,1,76,1256,246
CC Risk 1,3/4/2022 13:45,1,1,0,0,0,0,192,0
