DisplaycName,dIntervalStart,nEnteredAcd,nAnsweredAcd,nAbandonedAcd,nFlowOutAcd,nHoldAcd,tHoldAcd,tTalkAcd,tAcw
CC Risk 1,3/1/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:15,1,1,0,0,0,0,34,116
CC Risk 1,3/1/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:15,2,2,0,0,0,0,1813,663
CC Risk 1,3/1/2022 13:15,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 13:15,0,0,0,0,0,100,900,0
CC Risk 1,3/1/2022 13:15,20,20,0,0,1,118,17636,1584
CC Risk 1,3/1/2022 13:15,0,0,0,0,0,0,1029,126
CC Risk 1,3/1/2022 13:15,2,2,0,0,0,0,129,137
CC Risk 1,3/1/2022 13:15,0,0,0,0,0,0,693,134
CC Risk 1,3/1/2022 13:15,0,0,0,0,0,0,189,124
CC Risk 1,3/1/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:30,1,1,0,0,1,260,553,111
CC Risk 1,3/1/2022 13:30,31,31,0,0,3,553,19382,2158
CC Risk 1,3/1/2022 13:30,3,3,0,0,0,0,1159,113
CC Risk 1,3/1/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:30,2,2,0,0,0,0,1936,6
CC Risk 1,3/1/2022 13:30,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 13:30,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 13:30,2,2,0,0,0,0,79,70
CC Risk 1,3/1/2022 13:30,12,12,0,0,2,168,10718,1593
CC Risk 1,3/1/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:30,0,0,0,0,0,0,255,127
CC Risk 1,3/1/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:30,7,7,0,0,1,22,5299,642
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:45,1,1,0,0,0,0,579,0
CC Risk 1,3/1/2022 13:45,4,4,0,0,1,297,8100,366
CC Risk 1,3/1/2022 13:45,22,22,0,0,5,738,11781,1573
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:45,1,1,0,0,0,0,184,98
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,723,3
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:45,4,4,0,0,0,0,2087,166
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,103,0
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 13:45,32,30,1,0,6,1147,23495,2448
CC Risk 1,3/1/2022 13:45,1,1,0,0,2,309,3144,95
CC Risk 1,3/1/2022 13:45,1,1,0,0,0,0,807,37
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:00,2,2,0,0,1,212,1091,6
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,0,46
CC Risk 1,3/1/2022 14:00,29,30,0,0,8,977,23828,2965
CC Risk 1,3/1/2022 14:00,2,2,0,0,0,0,733,5
CC Risk 1,3/1/2022 14:00,3,3,0,0,0,59,1469,460
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:00,2,2,0,0,1,279,1660,550
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,0,4
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 14:00,1,1,0,0,0,0,537,1
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:00,20,15,1,0,1,891,14976,1180
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:00,1,1,0,0,1,228,1633,43
CC Risk 1,3/1/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:00,3,3,0,0,0,0,5212,654
CC Risk 1,3/1/2022 14:00,1,1,0,0,0,0,324,0
CC Risk 1,3/1/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:15,2,2,0,0,0,109,1556,101
CC Risk 1,3/1/2022 14:15,9,9,0,0,0,0,4203,507
CC Risk 1,3/1/2022 14:15,0,0,0,0,0,0,432,98
CC Risk 1,3/1/2022 14:15,20,22,1,0,7,1161,20557,1684
CC Risk 1,3/1/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:15,2,2,0,0,0,0,1367,58
CC Risk 1,3/1/2022 14:15,0,0,0,0,0,0,412,103
CC Risk 1,3/1/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:15,2,2,0,0,1,25,1887,135
CC Risk 1,3/1/2022 14:15,1,1,0,0,0,0,341,0
CC Risk 1,3/1/2022 14:15,1,0,1,0,0,0,0,0
CC Risk 1,3/1/2022 14:15,0,0,0,0,0,0,576,3
CC Risk 1,3/1/2022 14:15,31,31,0,0,9,646,23831,2917
CC Risk 1,3/1/2022 14:15,1,0,0,0,0,0,577,79
CC Risk 1,3/1/2022 14:15,1,1,0,0,1,80,105,0
CC Risk 1,3/1/2022 14:15,2,2,0,0,1,283,3630,76
CC Risk 1,3/1/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:15,2,2,0,0,0,0,985,16
CC Risk 1,3/1/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:30,0,0,0,0,1,196,677,193
CC Risk 1,3/1/2022 14:30,1,1,0,0,0,0,170,0
CC Risk 1,3/1/2022 14:30,18,18,0,0,5,579,17056,2744
CC Risk 1,3/1/2022 14:30,1,2,0,0,1,59,831,41
CC Risk 1,3/1/2022 14:30,3,3,0,0,0,77,2474,233
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:30,2,2,0,0,1,130,1646,183
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,0,15,67
CC Risk 1,3/1/2022 14:30,1,1,0,0,0,0,540,0
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:30,14,15,0,0,2,865,18619,1854
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,135,1746,151
CC Risk 1,3/1/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:30,6,6,0,0,2,194,7779,269
CC Risk 1,3/1/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:45,1,1,0,0,0,0,1095,23
CC Risk 1,3/1/2022 14:45,7,7,0,0,0,0,8148,405
CC Risk 1,3/1/2022 14:45,22,22,0,0,4,449,16123,2420
CC Risk 1,3/1/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:45,0,0,0,0,0,0,41,5
CC Risk 1,3/1/2022 14:45,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 14:45,2,2,0,0,0,0,2047,230
CC Risk 1,3/1/2022 14:45,31,31,0,0,2,310,19468,2038
CC Risk 1,3/1/2022 14:45,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 14:45,0,0,0,0,1,93,2153,226
CC Risk 1,3/1/2022 14:45,1,1,0,0,0,0,251,0
CC Risk 1,3/1/2022 14:45,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:00,5,4,1,0,1,15,2027,557
CC Risk 1,3/1/2022 15:00,0,0,0,0,0,0,84,60
CC Risk 1,3/1/2022 15:00,28,27,0,0,3,885,19041,2102
CC Risk 1,3/1/2022 15:00,3,3,0,0,0,0,650,235
CC Risk 1,3/1/2022 15:00,2,2,0,0,1,174,1374,262
CC Risk 1,3/1/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:00,5,5,0,0,1,111,1768,189
CC Risk 1,3/1/2022 15:00,1,1,0,0,0,0,1284,0
CC Risk 1,3/1/2022 15:00,20,20,0,0,8,753,20031,1610
CC Risk 1,3/1/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:00,0,0,0,0,0,0,471,168
CC Risk 1,3/1/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:00,4,4,0,0,1,33,6009,371
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:15,3,2,1,0,0,0,740,0
CC Risk 1,3/1/2022 15:15,2,2,0,0,0,0,4223,669
CC Risk 1,3/1/2022 15:15,1,1,0,0,0,0,614,6
CC Risk 1,3/1/2022 15:15,19,18,1,0,5,386,17689,2449
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,0,402,340
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:15,4,4,0,0,1,95,2198,452
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:15,29,30,0,0,4,1088,24459,1420
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,0,96,101
CC Risk 1,3/1/2022 15:15,2,2,0,0,0,0,1273,100
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,301,530,247
CC Risk 1,3/1/2022 15:15,1,1,0,0,0,0,806,0
CC Risk 1,3/1/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:30,1,1,0,0,0,0,464,132
CC Risk 1,3/1/2022 15:30,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 15:30,21,21,0,0,5,1429,23451,2454
CC Risk 1,3/1/2022 15:30,1,0,1,0,0,0,0,0
CC Risk 1,3/1/2022 15:30,1,1,0,0,0,0,1442,761
CC Risk 1,3/1/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:30,2,2,0,0,1,118,2338,210
CC Risk 1,3/1/2022 15:30,19,19,0,0,5,502,13167,2484
CC Risk 1,3/1/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:30,1,1,0,0,0,0,1623,101
CC Risk 1,3/1/2022 15:30,7,7,0,0,1,326,4075,592
CC Risk 1,3/1/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:45,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 15:45,4,4,0,0,1,26,4112,134
CC Risk 1,3/1/2022 15:45,11,11,0,0,2,579,13469,1816
CC Risk 1,3/1/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:45,1,1,0,0,0,0,625,6
CC Risk 1,3/1/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:45,1,1,0,0,0,0,579,19
CC Risk 1,3/1/2022 15:45,1,1,0,0,0,0,692,0
CC Risk 1,3/1/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:45,35,35,0,0,7,865,25720,1706
CC Risk 1,3/1/2022 15:45,2,2,0,0,1,119,1985,12
CC Risk 1,3/1/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 15:45,2,2,0,0,0,0,335,284
CC Risk 1,3/1/2022 15:45,1,1,0,0,0,0,818,0
CC Risk 1,3/1/2022 15:45,0,0,0,0,0,0,315,92
CC Risk 1,3/1/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:00,2,2,0,0,0,0,253,91
CC Risk 1,3/1/2022 16:00,1,1,0,0,0,0,644,264
CC Risk 1,3/1/2022 16:00,19,19,0,0,5,1987,28311,2465
CC Risk 1,3/1/2022 16:00,1,1,0,0,0,0,2560,0
CC Risk 1,3/1/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:00,1,1,0,0,0,0,30,0
CC Risk 1,3/1/2022 16:00,1,1,0,0,0,0,822,0
CC Risk 1,3/1/2022 16:00,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 16:00,24,24,0,0,4,310,14923,1502
CC Risk 1,3/1/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:00,1,1,0,0,0,0,426,263
CC Risk 1,3/1/2022 16:00,9,9,0,0,0,596,5527,431
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:15,3,3,0,0,0,0,1203,306
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:15,3,3,0,0,0,0,8038,133
CC Risk 1,3/1/2022 16:15,10,10,0,0,1,297,12857,2270
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:15,2,2,0,0,0,0,722,152
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,80,25
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,683,71
CC Risk 1,3/1/2022 16:15,1,1,0,0,0,0,868,0
CC Risk 1,3/1/2022 16:15,18,18,0,0,5,382,18368,2375
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,1343,198
CC Risk 1,3/1/2022 16:15,2,2,0,0,0,0,440,212
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:15,2,2,0,0,0,0,958,106
CC Risk 1,3/1/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:30,0,0,0,0,0,0,497,93
CC Risk 1,3/1/2022 16:30,2,2,0,0,0,0,928,2
CC Risk 1,3/1/2022 16:30,0,0,0,0,0,0,580,320
CC Risk 1,3/1/2022 16:30,24,24,0,0,3,233,16108,1950
CC Risk 1,3/1/2022 16:30,0,0,0,0,0,0,0,240
CC Risk 1,3/1/2022 16:30,0,0,0,0,1,11,312,88
CC Risk 1,3/1/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:30,3,3,0,0,0,0,1436,184
CC Risk 1,3/1/2022 16:30,1,1,0,0,1,13,151,175
CC Risk 1,3/1/2022 16:30,10,10,0,0,1,157,10282,966
CC Risk 1,3/1/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:30,1,1,0,0,0,0,1350,3
CC Risk 1,3/1/2022 16:30,7,7,0,0,2,287,6597,604
CC Risk 1,3/1/2022 16:45,2,1,0,0,1,207,231,0
CC Risk 1,3/1/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:45,1,1,0,0,2,104,1332,6
CC Risk 1,3/1/2022 16:45,2,2,0,0,0,0,5995,223
CC Risk 1,3/1/2022 16:45,11,11,0,0,7,1297,10015,1205
CC Risk 1,3/1/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:45,1,1,0,0,1,406,697,0
CC Risk 1,3/1/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:45,1,1,0,0,0,0,279,153
CC Risk 1,3/1/2022 16:45,1,1,0,0,0,0,37,7
CC Risk 1,3/1/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:45,25,25,0,0,1,414,21498,1868
CC Risk 1,3/1/2022 16:45,1,1,0,0,0,0,210,55
CC Risk 1,3/1/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 16:45,1,1,0,0,0,0,1769,132
CC Risk 1,3/1/2022 16:45,1,1,0,0,0,0,650,1
CC Risk 1,3/1/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,2,2,0,0,0,0,853,124
CC Risk 1,3/1/2022 17:00,1,1,0,0,0,0,502,0
CC Risk 1,3/1/2022 17:00,1,1,0,0,1,2,190,489
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,444,6
CC Risk 1,3/1/2022 17:00,1,1,0,0,1,159,834,0
CC Risk 1,3/1/2022 17:00,15,15,0,0,3,785,13169,2354
CC Risk 1,3/1/2022 17:00,1,1,0,0,0,0,13,152
CC Risk 1,3/1/2022 17:00,1,1,0,0,0,0,424,85
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,2,2,0,0,0,0,561,0
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,5,5,0,0,0,0,852,143
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,1
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,15,15,0,0,1,256,7877,906
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,638,6
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,1,2,0,0,1,480,735,267
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,1,1,0,0,0,47,424,49
CC Risk 1,3/1/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:00,2,2,0,0,1,113,3531,620
CC Risk 1,3/1/2022 17:00,1,1,0,0,0,0,19,66
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:15,1,1,0,0,1,87,1325,0
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:15,3,3,0,0,0,0,3043,132
CC Risk 1,3/1/2022 17:15,18,17,0,0,1,301,11927,1043
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:15,3,3,0,0,1,226,3873,80
CC Risk 1,3/1/2022 17:15,2,2,0,0,1,83,1941,12
CC Risk 1,3/1/2022 17:15,16,16,0,0,2,715,12730,1453
CC Risk 1,3/1/2022 17:15,2,2,0,0,1,303,1958,50
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,0,1
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,117,2
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,900,0
CC Risk 1,3/1/2022 17:15,0,0,0,0,0,0,710,83
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,0,455,6
CC Risk 1,3/1/2022 17:30,2,1,1,0,0,0,39,65
CC Risk 1,3/1/2022 17:30,14,14,0,0,3,297,11094,1437
CC Risk 1,3/1/2022 17:30,3,3,0,0,0,0,1936,82
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:30,2,2,0,0,0,13,2002,2
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,60,2650,185
CC Risk 1,3/1/2022 17:30,17,17,1,0,4,222,15257,1961
CC Risk 1,3/1/2022 17:30,2,2,0,0,0,0,800,0
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:30,2,2,0,0,0,0,1268,284
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:30,0,0,0,0,0,0,2940,269
CC Risk 1,3/1/2022 17:30,1,1,0,0,0,0,846,0
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,587,0
CC Risk 1,3/1/2022 17:45,3,3,0,0,1,68,2709,70
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,430,117
CC Risk 1,3/1/2022 17:45,11,11,0,0,2,114,11443,695
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:45,1,1,0,0,0,0,1007,85
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,586,80
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:45,0,0,0,0,1,13,2310,97
CC Risk 1,3/1/2022 17:45,9,9,0,0,5,684,10146,1194
CC Risk 1,3/1/2022 17:45,1,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:45,1,1,0,0,0,0,1828,7
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:45,1,1,0,0,0,0,174,77
CC Risk 1,3/1/2022 17:45,1,1,0,0,0,0,393,0
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 17:45,0,0,0,0,0,0,0,3
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:00,3,2,1,0,1,49,644,95
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,786,3
CC Risk 1,3/1/2022 18:00,15,15,0,0,1,447,9483,668
CC Risk 1,3/1/2022 18:00,3,4,0,0,2,315,615,613
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,1135,81
CC Risk 1,3/1/2022 18:00,1,1,0,0,0,0,646,110
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,0,3
CC Risk 1,3/1/2022 18:00,8,8,0,0,2,357,9541,1016
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,518,6
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,2593,19
CC Risk 1,3/1/2022 18:00,0,0,0,0,0,0,0,1
CC Risk 1,3/1/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:15,1,1,0,0,1,95,424,21
CC Risk 1,3/1/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:15,2,2,0,0,0,0,1920,19
CC Risk 1,3/1/2022 18:15,5,5,0,0,2,298,6187,644
CC Risk 1,3/1/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:15,0,0,0,0,0,0,0,1
CC Risk 1,3/1/2022 18:15,3,3,0,0,1,14,644,327
CC Risk 1,3/1/2022 18:15,13,13,0,0,2,221,6337,1267
CC Risk 1,3/1/2022 18:15,0,0,0,0,0,0,0,12
CC Risk 1,3/1/2022 18:15,3,3,0,0,0,0,1694,3
CC Risk 1,3/1/2022 18:15,0,0,0,0,0,0,193,12
CC Risk 1,3/1/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:30,1,1,0,0,0,0,346,17
CC Risk 1,3/1/2022 18:30,1,1,0,0,0,0,839,0
CC Risk 1,3/1/2022 18:30,11,11,0,0,2,381,6281,1046
CC Risk 1,3/1/2022 18:30,1,1,0,0,1,53,73,6
CC Risk 1,3/1/2022 18:30,1,1,0,0,0,0,2194,211
CC Risk 1,3/1/2022 18:30,0,0,0,0,1,140,486,110
CC Risk 1,3/1/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:30,8,8,0,0,1,203,7454,608
CC Risk 1,3/1/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:30,1,1,0,0,0,0,82,0
CC Risk 1,3/1/2022 18:30,2,2,0,0,0,0,2366,300
CC Risk 1,3/1/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:45,2,2,0,0,1,160,1143,84
CC Risk 1,3/1/2022 18:45,1,1,0,0,0,0,1640,55
CC Risk 1,3/1/2022 18:45,8,8,0,0,0,253,6594,1042
CC Risk 1,3/1/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 18:45,0,0,0,0,0,0,0,4
CC Risk 1,3/1/2022 18:45,6,6,0,0,0,0,4418,269
CC Risk 1,3/1/2022 18:45,0,0,0,0,0,0,0,30
CC Risk 1,3/1/2022 18:45,1,1,0,0,0,0,79,6
CC Risk 1,3/1/2022 18:45,0,0,0,0,0,0,211,105
CC Risk 1,3/1/2022 18:45,1,1,0,0,0,0,60,200
CC Risk 1,3/1/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 19:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 19:00,1,1,0,0,0,0,690,0
CC Risk 1,3/1/2022 19:00,1,1,0,0,0,0,48,287
CC Risk 1,3/1/2022 19:00,12,12,0,0,2,269,6433,421
CC Risk 1,3/1/2022 19:00,2,2,0,0,0,0,756,6
CC Risk 1,3/1/2022 19:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 19:00,1,1,0,0,0,0,455,130
CC Risk 1,3/1/2022 19:00,7,7,0,0,2,315,8395,500
CC Risk 1,3/1/2022 19:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 19:00,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 19:00,1,1,0,0,0,111,1769,6
CC Risk 1,3/1/2022 19:00,0,0,0,0,0,0,494,94
CC Risk 1,3/1/2022 19:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 19:15,0,0,0,0,0,0,1133,57
CC Risk 1,3/1/2022 19:15,0,0,0,0,0,0,0,0
CC Risk 1,3/1/2022 19:15,8,7,1,0,0,49,7281,887
CC Risk 1,3/1/2022 19:15,1,1,0,0,0,0,38,83
CC Risk 1,3/1/2022 19:15,1,1,0,0,1,163,437,170
