Date,StatusKey,Code,StatusKey
2022-11-07,escalation wait,ATL Ops Sup 7,17
2022-11-07,follow up,ATL Ops Sup 5,166
2022-11-07,follow up,ATL Ops Sup 6,194
2022-11-07,follow up,ATL Ops Sup 7,177
2022-11-07,in a meeting,ATL Ops Sup 6,1
2022-11-07,in a meeting,ATL Ops Sup 7,2
2022-11-07,on call,ATL Ops Sup 5,234
2022-11-07,on call,ATL Ops Sup 6,276
2022-11-07,on call,ATL Ops Sup 7,270
2022-11-07,personal break,ATL Ops Sup 5,12
2022-11-07,personal break,ATL Ops Sup 6,10
2022-11-07,personal break,ATL Ops Sup 7,7
2022-11-07,scheduled break,ATL Ops Sup 5,32
2022-11-07,scheduled break,ATL Ops Sup 6,34
2022-11-07,scheduled break,ATL Ops Sup 7,35
2022-11-07,special assignment,ATL Ops Sup 6,1
2022-11-07,system issues,ATL Ops Sup 7,2
2022-11-07,tc issues,ATL Ops Sup 5,2
2022-11-07,tc issues,ATL Ops Sup 6,9
2022-11-07,tc issues,ATL Ops Sup 7,8
2022-11-08,acw,ATL Ops Sup 5,236
2022-11-08,acw,ATL Ops Sup 6,296
2022-11-08,acw,ATL Ops Sup 7,254
2022-11-08,at a training session,ATL Ops Sup 5,10
2022-11-08,at a training session,ATL Ops Sup 6,22
2022-11-08,at a training session,ATL Ops Sup 7,17
2022-11-08,at lunch,ATL Ops Sup 5,19
2022-11-08,at lunch,ATL Ops Sup 6,15
2022-11-08,at lunch,ATL Ops Sup 7,21
2022-11-08,escalation wait,ATL Ops Sup 5,17
2022-11-08,escalation wait,ATL Ops Sup 6,13
2022-11-08,escalation wait,ATL Ops Sup 7,12
2022-11-08,follow up,ATL Ops Sup 5,190
2022-11-08,follow up,ATL Ops Sup 6,204
2022-11-08,follow up,ATL Ops Sup 7,216
2022-11-08,in a meeting,ATL Ops Sup 7,4
2022-11-08,on call,ATL Ops Sup 5,265
2022-11-08,on call,ATL Ops Sup 6,294
2022-11-08,on call,ATL Ops Sup 7,280
2022-11-08,personal break,ATL Ops Sup 5,6
2022-11-08,personal break,ATL Ops Sup 6,8
2022-11-08,personal break,ATL Ops Sup 7,11
2022-11-08,scheduled break,ATL Ops Sup 5,35
2022-11-08,scheduled break,ATL Ops Sup 6,33
2022-11-08,scheduled break,ATL Ops Sup 7,41
2022-11-08,special assignment,ATL Ops Sup 6,1
2022-11-08,special assignment,ATL Ops Sup 7,1
2022-11-08,system issues,ATL Ops Sup 7,1
2022-11-08,tc issues,ATL Ops Sup 5,1
2022-11-08,tc issues,ATL Ops Sup 6,2
2022-11-08,tc issues,ATL Ops Sup 7,6
2022-11-09,acw,ATL Ops Sup 5,266
2022-11-09,acw,ATL Ops Sup 6,199
2022-11-09,acw,ATL Ops Sup 7,221
2022-11-09,at a training session,ATL Ops Sup 5,13
2022-11-09,at a training session,ATL Ops Sup 6,16
2022-11-09,at a training session,ATL Ops Sup 7,14
2022-11-09,at lunch,ATL Ops Sup 5,23
2022-11-09,at lunch,ATL Ops Sup 6,14
2022-11-09,at lunch,ATL Ops Sup 7,16
2022-11-09,coaching,ATL Ops Sup 7,1
2022-11-09,escalation wait,ATL Ops Sup 5,18
2022-11-09,escalation wait,ATL Ops Sup 6,17
2022-11-09,escalation wait,ATL Ops Sup 7,7
2022-11-09,follow up,ATL Ops Sup 5,205
2022-11-09,follow up,ATL Ops Sup 6,149
2022-11-09,follow up,ATL Ops Sup 7,200
2022-11-09,in a meeting,ATL Ops Sup 5,1
2022-11-09,in a meeting,ATL Ops Sup 7,1
2022-11-09,on call,ATL Ops Sup 5,285
2022-11-09,on call,ATL Ops Sup 6,196
2022-11-09,on call,ATL Ops Sup 7,267
2022-11-09,personal break,ATL Ops Sup 5,9
2022-11-09,personal break,ATL Ops Sup 6,3
2022-11-09,personal break,ATL Ops Sup 7,8
2022-11-09,scheduled break,ATL Ops Sup 5,40
2022-11-09,scheduled break,ATL Ops Sup 6,32
2022-11-09,scheduled break,ATL Ops Sup 7,34
2022-11-09,special assignment,ATL Ops Sup 5,2
2022-11-09,special assignment,ATL Ops Sup 6,2
2022-11-09,tc issues,ATL Ops Sup 5,20
2022-11-09,tc issues,ATL Ops Sup 6,16
2022-11-09,tc issues,ATL Ops Sup 7,2
2022-11-10,acw,ATL Ops Sup 5,220
2022-11-10,acw,ATL Ops Sup 6,294
2022-11-10,acw,ATL Ops Sup 7,231
2022-11-10,at a training session,ATL Ops Sup 5,10
2022-11-10,at a training session,ATL Ops Sup 6,18
2022-11-10,at a training session,ATL Ops Sup 7,7
2022-11-10,at lunch,ATL Ops Sup 5,20
2022-11-10,at lunch,ATL Ops Sup 6,25
2022-11-10,at lunch,ATL Ops Sup 7,16
2022-11-10,coaching,ATL Ops Sup 7,1
2022-11-10,escalation wait,ATL Ops Sup 5,15
2022-11-10,escalation wait,ATL Ops Sup 6,17
2022-11-10,escalation wait,ATL Ops Sup 7,8
2022-11-10,follow up,ATL Ops Sup 5,192
2022-11-10,follow up,ATL Ops Sup 6,203
2022-11-10,follow up,ATL Ops Sup 7,193
2022-11-10,in a meeting,ATL Ops Sup 5,2
2022-11-10,on call,ATL Ops Sup 5,251
2022-11-10,on call,ATL Ops Sup 6,285
2022-11-10,on call,ATL Ops Sup 7,253
2022-11-10,personal break,ATL Ops Sup 5,4
2022-11-10,personal break,ATL Ops Sup 6,13
2022-11-10,personal break,ATL Ops Sup 7,14
2022-11-10,scheduled break,ATL Ops Sup 5,38
2022-11-10,scheduled break,ATL Ops Sup 6,39
2022-11-10,scheduled break,ATL Ops Sup 7,33
2022-11-10,special assignment,ATL Ops Sup 5,1
2022-11-10,special assignment,ATL Ops Sup 6,2
2022-11-10,special assignment,ATL Ops Sup 7,1
2022-11-10,system issues,ATL Ops Sup 7,1
2022-11-10,tc issues,ATL Ops Sup 5,6
2022-11-10,tc issues,ATL Ops Sup 6,31
2022-11-10,tc issues,ATL Ops Sup 7,4
2022-11-11,acw,ATL Ops Sup 5,246
2022-11-11,acw,ATL Ops Sup 6,212
2022-11-11,acw,ATL Ops Sup 7,262
2022-11-11,at a training session,ATL Ops Sup 5,11
2022-11-11,at a training session,ATL Ops Sup 6,10
2022-11-11,at a training session,ATL Ops Sup 7,7
2022-11-11,at lunch,ATL Ops Sup 5,23
2022-11-11,at lunch,ATL Ops Sup 6,14
2022-11-11,at lunch,ATL Ops Sup 7,18
2022-11-11,escalation wait,ATL Ops Sup 5,15
2022-11-11,escalation wait,ATL Ops Sup 6,7
2022-11-11,escalation wait,ATL Ops Sup 7,16
2022-11-11,follow up,ATL Ops Sup 5,200
2022-11-11,follow up,ATL Ops Sup 6,157
2022-11-11,follow up,ATL Ops Sup 7,215
2022-11-11,in a meeting,ATL Ops Sup 5,2
2022-11-11,in a meeting,ATL Ops Sup 7,3
2022-11-11,on call,ATL Ops Sup 5,273
2022-11-11,on call,ATL Ops Sup 6,212
2022-11-11,on call,ATL Ops Sup 7,284
2022-11-11,personal break,ATL Ops Sup 5,3
2022-11-11,personal break,ATL Ops Sup 6,7
2022-11-11,personal break,ATL Ops Sup 7,12
2022-11-11,scheduled break,ATL Ops Sup 5,39
2022-11-11,scheduled break,ATL Ops Sup 6,25
2022-11-11,scheduled break,ATL Ops Sup 7,40
2022-11-11,special assignment,ATL Ops Sup 5,11
2022-11-11,special assignment,ATL Ops Sup 7,3
2022-11-11,tc issues,ATL Ops Sup 5,39
2022-11-11,tc issues,ATL Ops Sup 6,21
2022-11-11,tc issues,ATL Ops Sup 7,9
2022-11-12,acw,ATL Ops Sup 5,70
2022-11-12,acw,ATL Ops Sup 6,84
2022-11-12,acw,ATL Ops Sup 7,106
2022-11-12,at lunch,ATL Ops Sup 5,13
2022-11-12,at lunch,ATL Ops Sup 6,6
2022-11-12,at lunch,ATL Ops Sup 7,8
2022-11-12,escalation wait,ATL Ops Sup 5,6
2022-11-12,escalation wait,ATL Ops Sup 6,5
2022-11-12,escalation wait,ATL Ops Sup 7,6
2022-11-12,follow up,ATL Ops Sup 5,59
2022-11-12,follow up,ATL Ops Sup 6,63
2022-11-12,follow up,ATL Ops Sup 7,84
2022-11-12,on call,ATL Ops Sup 5,78
2022-11-12,on call,ATL Ops Sup 6,83
2022-11-12,on call,ATL Ops Sup 7,114
2022-11-12,personal break,ATL Ops Sup 5,2
2022-11-12,personal break,ATL Ops Sup 6,4
2022-11-12,personal break,ATL Ops Sup 7,15
2022-11-12,scheduled break,ATL Ops Sup 5,20
2022-11-12,scheduled break,ATL Ops Sup 6,12
2022-11-12,scheduled break,ATL Ops Sup 7,16
2022-11-12,special assignment,ATL Ops Sup 5,3
2022-11-12,system issues,ATL Ops Sup 5,1
2022-11-12,system issues,ATL Ops Sup 7,1
2022-11-12,tc issues,ATL Ops Sup 6,11
2022-11-13,acw,ATL Ops Sup 5,76
2022-11-13,acw,ATL Ops Sup 6,37
2022-11-13,acw,ATL Ops Sup 7,105
2022-11-13,at lunch,ATL Ops Sup 5,17
2022-11-13,at lunch,ATL Ops Sup 6,3
2022-11-13,at lunch,ATL Ops Sup 7,8
2022-11-13,escalation wait,ATL Ops Sup 5,3
2022-11-13,escalation wait,ATL Ops Sup 6,1
2022-11-13,escalation wait,ATL Ops Sup 7,2
2022-11-13,follow up,ATL Ops Sup 5,70
2022-11-13,follow up,ATL Ops Sup 6,38
2022-11-13,follow up,ATL Ops Sup 7,66
2022-11-13,on call,ATL Ops Sup 5,88
2022-11-13,on call,ATL Ops Sup 6,38
2022-11-13,on call,ATL Ops Sup 7,89
2022-11-13,personal break,ATL Ops Sup 5,3
2022-11-13,personal break,ATL Ops Sup 6,3
2022-11-13,personal break,ATL Ops Sup 7,3
2022-11-13,scheduled break,ATL Ops Sup 5,23
2022-11-13,scheduled break,ATL Ops Sup 6,6
2022-11-13,scheduled break,ATL Ops Sup 7,16
2022-11-13,special assignment,ATL Ops Sup 5,2
2022-11-13,system issues,ATL Ops Sup 5,1
2022-11-13,tc issues,ATL Ops Sup 5,8
2022-11-14,acw,ATL Ops Sup 5,227
2022-11-14,acw,ATL Ops Sup 6,224
2022-11-14,acw,ATL Ops Sup 7,243
2022-11-14,at lunch,ATL Ops Sup 5,14
2022-11-14,at lunch,ATL Ops Sup 6,14
2022-11-14,at lunch,ATL Ops Sup 7,16
2022-11-14,coaching,ATL Ops Sup 6,1
2022-11-14,escalation wait,ATL Ops Sup 5,16
2022-11-14,escalation wait,ATL Ops Sup 6,36
2022-11-14,escalation wait,ATL Ops Sup 7,9
2022-11-14,follow up,ATL Ops Sup 5,176
2022-11-14,follow up,ATL Ops Sup 6,188
2022-11-14,follow up,ATL Ops Sup 7,184
2022-11-14,in a meeting,ATL Ops Sup 5,1
2022-11-14,in a meeting,ATL Ops Sup 6,5
2022-11-14,on call,ATL Ops Sup 5,245
2022-11-14,on call,ATL Ops Sup 6,223
2022-11-14,on call,ATL Ops Sup 7,251
2022-11-14,personal break,ATL Ops Sup 5,7
2022-11-14,personal break,ATL Ops Sup 6,3
2022-11-14,personal break,ATL Ops Sup 7,11
2022-11-14,scheduled break,ATL Ops Sup 5,27
2022-11-14,scheduled break,ATL Ops Sup 6,27
2022-11-14,scheduled break,ATL Ops Sup 7,29
2022-11-14,special assignment,ATL Ops Sup 5,1
2022-11-14,system issues,ATL Ops Sup 7,1
2022-11-14,tc issues,ATL Ops Sup 5,10
2022-11-14,tc issues,ATL Ops Sup 6,45
2022-11-14,tc issues,ATL Ops Sup 7,10
2022-11-15,acw,ATL Ops Sup 5,238
2022-11-15,acw,ATL Ops Sup 6,190
2022-11-15,acw,ATL Ops Sup 7,301
2022-11-15,at a training session,ATL Ops Sup 5,3
2022-11-15,at a training session,ATL Ops Sup 6,9
2022-11-15,at a training session,ATL Ops Sup 7,14
2022-11-15,at lunch,ATL Ops Sup 5,17
2022-11-15,at lunch,ATL Ops Sup 6,12
2022-11-15,at lunch,ATL Ops Sup 7,19
2022-11-15,coaching,ATL Ops Sup 5,1
2022-11-15,escalation wait,ATL Ops Sup 5,11
2022-11-15,escalation wait,ATL Ops Sup 6,10
2022-11-15,escalation wait,ATL Ops Sup 7,5
2022-11-15,follow up,ATL Ops Sup 5,194
2022-11-15,follow up,ATL Ops Sup 6,151
2022-11-15,follow up,ATL Ops Sup 7,203
2022-11-15,in a meeting,ATL Ops Sup 5,2
2022-11-15,in a meeting,ATL Ops Sup 7,3
2022-11-15,on call,ATL Ops Sup 5,262
2022-11-15,on call,ATL Ops Sup 6,180
2022-11-15,on call,ATL Ops Sup 7,313
2022-11-15,personal break,ATL Ops Sup 5,9
2022-11-15,personal break,ATL Ops Sup 6,3
2022-11-15,personal break,ATL Ops Sup 7,15
2022-11-15,scheduled break,ATL Ops Sup 5,31
2022-11-15,scheduled break,ATL Ops Sup 6,24
2022-11-15,scheduled break,ATL Ops Sup 7,36
2022-11-15,special assignment,ATL Ops Sup 5,1
2022-11-15,special assignment,ATL Ops Sup 6,1
2022-11-15,special assignment,ATL Ops Sup 7,1
2022-11-15,tc issues,ATL Ops Sup 5,6
2022-11-15,tc issues,ATL Ops Sup 6,13
2022-11-15,tc issues,ATL Ops Sup 7,13
2022-11-16,acw,ATL Ops Sup 5,236
2022-11-16,acw,ATL Ops Sup 6,187
2022-11-16,acw,ATL Ops Sup 7,197
2022-11-16,at a training session,ATL Ops Sup 5,6
2022-11-16,at a training session,ATL Ops Sup 6,8
2022-11-16,at a training session,ATL Ops Sup 7,6
2022-11-16,at lunch,ATL Ops Sup 5,21
2022-11-16,at lunch,ATL Ops Sup 6,14
2022-11-16,at lunch,ATL Ops Sup 7,14
2022-11-16,escalation wait,ATL Ops Sup 5,10
2022-11-16,escalation wait,ATL Ops Sup 6,9
2022-11-16,escalation wait,ATL Ops Sup 7,6
2022-11-16,follow up,ATL Ops Sup 5,192
2022-11-16,follow up,ATL Ops Sup 6,131
2022-11-16,follow up,ATL Ops Sup 7,142
2022-11-16,in a meeting,ATL Ops Sup 5,3
2022-11-16,in a meeting,ATL Ops Sup 6,4
2022-11-16,on call,ATL Ops Sup 5,259
2022-11-16,on call,ATL Ops Sup 6,180
2022-11-16,on call,ATL Ops Sup 7,209
2022-11-16,personal break,ATL Ops Sup 5,7
2022-11-16,personal break,ATL Ops Sup 6,3
2022-11-16,personal break,ATL Ops Sup 7,10
2022-11-16,scheduled break,ATL Ops Sup 5,35
2022-11-16,scheduled break,ATL Ops Sup 6,27
2022-11-16,scheduled break,ATL Ops Sup 7,29
2022-11-16,special assignment,ATL Ops Sup 5,5
2022-11-16,special assignment,ATL Ops Sup 6,2
2022-11-16,system issues,ATL Ops Sup 5,1
2022-11-16,system issues,ATL Ops Sup 6,4
2022-11-16,tc issues,ATL Ops Sup 5,15
2022-11-16,tc issues,ATL Ops Sup 6,10
2022-11-16,tc issues,ATL Ops Sup 7,9
2022-11-17,acw,ATL Ops Sup 5,222
2022-11-17,acw,ATL Ops Sup 6,281
2022-11-17,acw,ATL Ops Sup 7,223
2022-11-17,at a training session,ATL Ops Sup 5,3
2022-11-17,at a training session,ATL Ops Sup 6,9
2022-11-17,at lunch,ATL Ops Sup 5,18
2022-11-17,at lunch,ATL Ops Sup 6,21
2022-11-17,at lunch,ATL Ops Sup 7,15
2022-11-17,coaching,ATL Ops Sup 5,1
2022-11-17,escalation wait,ATL Ops Sup 5,17
2022-11-17,escalation wait,ATL Ops Sup 6,30
2022-11-17,escalation wait,ATL Ops Sup 7,9
2022-11-17,follow up,ATL Ops Sup 5,192
2022-11-17,follow up,ATL Ops Sup 6,201
2022-11-17,follow up,ATL Ops Sup 7,158
2022-11-17,in a meeting,ATL Ops Sup 5,1
2022-11-17,in a meeting,ATL Ops Sup 7,3
2022-11-17,on call,ATL Ops Sup 5,241
2022-11-17,on call,ATL Ops Sup 6,269
2022-11-17,on call,ATL Ops Sup 7,234
2022-11-17,personal break,ATL Ops Sup 5,4
2022-11-17,personal break,ATL Ops Sup 6,5
2022-11-17,personal break,ATL Ops Sup 7,13
2022-11-17,scheduled break,ATL Ops Sup 5,37
2022-11-17,scheduled break,ATL Ops Sup 6,33
2022-11-17,scheduled break,ATL Ops Sup 7,32
2022-11-17,special assignment,ATL Ops Sup 5,5
2022-11-17,special assignment,ATL Ops Sup 6,4
2022-11-17,tc issues,ATL Ops Sup 5,8
2022-11-17,tc issues,ATL Ops Sup 6,12
2022-11-17,tc issues,ATL Ops Sup 7,9
2022-11-18,acw,ATL Ops Sup 5,250
2022-11-18,acw,ATL Ops Sup 6,220
2022-11-18,acw,ATL Ops Sup 7,330
2022-11-18,at lunch,ATL Ops Sup 5,19
2022-11-18,at lunch,ATL Ops Sup 6,12
2022-11-18,at lunch,ATL Ops Sup 7,20
2022-11-18,coaching,ATL Ops Sup 5,1
2022-11-18,escalation wait,ATL Ops Sup 5,26
2022-11-18,escalation wait,ATL Ops Sup 6,18
2022-11-18,escalation wait,ATL Ops Sup 7,8
2022-11-18,follow up,ATL Ops Sup 5,151
2022-11-18,follow up,ATL Ops Sup 6,166
2022-11-18,follow up,ATL Ops Sup 7,222
2022-11-18,in a meeting,ATL Ops Sup 5,1
2022-11-18,on call,ATL Ops Sup 5,257
2022-11-18,on call,ATL Ops Sup 6,218
2022-11-18,on call,ATL Ops Sup 7,354
2022-11-18,personal break,ATL Ops Sup 5,8
2022-11-18,personal break,ATL Ops Sup 6,1
2022-11-18,personal break,ATL Ops Sup 7,14
2022-11-18,scheduled break,ATL Ops Sup 5,36
2022-11-18,scheduled break,ATL Ops Sup 6,23
2022-11-18,scheduled break,ATL Ops Sup 7,42
2022-11-18,special assignment,ATL Ops Sup 5,5
2022-11-18,system issues,ATL Ops Sup 6,2
2022-11-18,tc issues,ATL Ops Sup 5,10
2022-11-18,tc issues,ATL Ops Sup 6,20
2022-11-18,tc issues,ATL Ops Sup 7,16
2022-11-19,acw,ATL Ops Sup 5,75
2022-11-19,acw,ATL Ops Sup 6,112
2022-11-19,acw,ATL Ops Sup 7,140
2022-11-19,at lunch,ATL Ops Sup 5,11
2022-11-19,at lunch,ATL Ops Sup 6,11
2022-11-19,at lunch,ATL Ops Sup 7,10
2022-11-19,coaching,ATL Ops Sup 6,2
2022-11-19,escalation wait,ATL Ops Sup 5,2
2022-11-19,escalation wait,ATL Ops Sup 6,2
2022-11-19,escalation wait,ATL Ops Sup 7,5
2022-11-19,follow up,ATL Ops Sup 5,58
2022-11-19,follow up,ATL Ops Sup 6,79
2022-11-19,follow up,ATL Ops Sup 7,99
2022-11-19,on call,ATL Ops Sup 5,88
2022-11-19,on call,ATL Ops Sup 6,118
2022-11-19,on call,ATL Ops Sup 7,140
2022-11-19,personal break,ATL Ops Sup 5,4
2022-11-19,personal break,ATL Ops Sup 6,6
2022-11-19,personal break,ATL Ops Sup 7,16
2022-11-19,scheduled break,ATL Ops Sup 5,15
2022-11-19,scheduled break,ATL Ops Sup 6,17
2022-11-19,scheduled break,ATL Ops Sup 7,19
2022-11-19,special assignment,ATL Ops Sup 5,4
2022-11-19,special assignment,ATL Ops Sup 6,1
2022-11-19,tc issues,ATL Ops Sup 5,11
2022-11-19,tc issues,ATL Ops Sup 6,16
2022-11-19,tc issues,ATL Ops Sup 7,5
2022-11-20,acw,ATL Ops Sup 5,69
2022-11-20,acw,ATL Ops Sup 6,48
2022-11-20,acw,ATL Ops Sup 7,92
2022-11-20,at a training session,ATL Ops Sup 5,1
2022-11-20,at a training session,ATL Ops Sup 7,1
2022-11-20,at lunch,ATL Ops Sup 5,13
2022-11-20,at lunch,ATL Ops Sup 6,4
2022-11-20,at lunch,ATL Ops Sup 7,7
2022-11-20,coaching,ATL Ops Sup 6,1
2022-11-20,escalation wait,ATL Ops Sup 6,2
2022-11-20,escalation wait,ATL Ops Sup 7,2
2022-11-20,follow up,ATL Ops Sup 5,48
2022-11-20,follow up,ATL Ops Sup 6,37
2022-11-20,follow up,ATL Ops Sup 7,54
2022-11-20,on call,ATL Ops Sup 5,72
2022-11-20,on call,ATL Ops Sup 6,49
2022-11-20,on call,ATL Ops Sup 7,82
2022-11-20,personal break,ATL Ops Sup 5,7
2022-11-20,personal break,ATL Ops Sup 6,3
2022-11-20,personal break,ATL Ops Sup 7,8
2022-11-20,scheduled break,ATL Ops Sup 5,22
2022-11-20,scheduled break,ATL Ops Sup 6,8
2022-11-20,scheduled break,ATL Ops Sup 7,16
2022-11-20,special assignment,ATL Ops Sup 5,7
2022-11-20,special assignment,ATL Ops Sup 7,1
2022-11-21,acw,ATL Ops Sup 5,230
2022-11-21,acw,ATL Ops Sup 6,253
2022-11-21,acw,ATL Ops Sup 7,328
2022-11-21,at lunch,ATL Ops Sup 5,12
2022-11-21,at lunch,ATL Ops Sup 6,12
2022-11-21,at lunch,ATL Ops Sup 7,17
2022-11-21,coaching,ATL Ops Sup 7,2
2022-11-21,escalation wait,ATL Ops Sup 5,9
2022-11-21,escalation wait,ATL Ops Sup 6,23
2022-11-21,escalation wait,ATL Ops Sup 7,17
2022-11-21,follow up,ATL Ops Sup 5,168
2022-11-21,follow up,ATL Ops Sup 6,170
2022-11-21,follow up,ATL Ops Sup 7,225
2022-11-21,in a meeting,ATL Ops Sup 7,3
2022-11-21,on call,ATL Ops Sup 5,238
2022-11-21,on call,ATL Ops Sup 6,249
2022-11-21,on call,ATL Ops Sup 7,336
2022-11-21,personal break,ATL Ops Sup 5,7
2022-11-21,personal break,ATL Ops Sup 6,7
2022-11-21,personal break,ATL Ops Sup 7,8
2022-11-21,scheduled break,ATL Ops Sup 5,31
2022-11-21,scheduled break,ATL Ops Sup 6,30
2022-11-21,scheduled break,ATL Ops Sup 7,32
2022-11-21,special assignment,ATL Ops Sup 6,1
2022-11-21,tc issues,ATL Ops Sup 5,6
2022-11-21,tc issues,ATL Ops Sup 6,21
2022-11-21,tc issues,ATL Ops Sup 7,13
2022-11-22,acw,ATL Ops Sup 5,216
2022-11-22,acw,ATL Ops Sup 6,257
2022-11-22,acw,ATL Ops Sup 7,293
2022-11-22,at a training session,ATL Ops Sup 6,1
2022-11-22,at lunch,ATL Ops Sup 5,16
2022-11-22,at lunch,ATL Ops Sup 6,15
2022-11-22,at lunch,ATL Ops Sup 7,18
2022-11-22,escalation wait,ATL Ops Sup 5,21
2022-11-22,escalation wait,ATL Ops Sup 6,18
2022-11-22,escalation wait,ATL Ops Sup 7,15
2022-11-22,follow up,ATL Ops Sup 5,175
2022-11-22,follow up,ATL Ops Sup 6,175
2022-11-22,follow up,ATL Ops Sup 7,183
2022-11-22,in a meeting,ATL Ops Sup 5,3
2022-11-22,in a meeting,ATL Ops Sup 7,2
2022-11-22,on call,ATL Ops Sup 5,247
2022-11-22,on call,ATL Ops Sup 6,240
2022-11-22,on call,ATL Ops Sup 7,295
2022-11-22,personal break,ATL Ops Sup 5,10
2022-11-22,personal break,ATL Ops Sup 6,9
2022-11-22,personal break,ATL Ops Sup 7,10
2022-11-22,scheduled break,ATL Ops Sup 5,37
2022-11-22,scheduled break,ATL Ops Sup 6,27
2022-11-22,scheduled break,ATL Ops Sup 7,33
2022-11-22,special assignment,ATL Ops Sup 5,1
2022-11-22,special assignment,ATL Ops Sup 6,1
2022-11-22,system issues,ATL Ops Sup 5,3
2022-11-22,tc issues,ATL Ops Sup 5,26
2022-11-22,tc issues,ATL Ops Sup 6,8
2022-11-22,tc issues,ATL Ops Sup 7,24
2022-11-23,acw,ATL Ops Sup 5,201
2022-11-23,acw,ATL Ops Sup 6,207
2022-11-23,acw,ATL Ops Sup 7,168
2022-11-23,at lunch,ATL Ops Sup 5,15
2022-11-23,at lunch,ATL Ops Sup 6,14
2022-11-23,at lunch,ATL Ops Sup 7,10
2022-11-23,coaching,ATL Ops Sup 7,1
2022-11-23,escalation wait,ATL Ops Sup 5,18
2022-11-23,escalation wait,ATL Ops Sup 6,15
2022-11-23,escalation wait,ATL Ops Sup 7,12
2022-11-23,follow up,ATL Ops Sup 5,172
2022-11-23,follow up,ATL Ops Sup 6,163
2022-11-23,follow up,ATL Ops Sup 7,117
2022-11-23,in a meeting,ATL Ops Sup 5,2
2022-11-23,in a meeting,ATL Ops Sup 7,1
2022-11-23,on call,ATL Ops Sup 5,238
2022-11-23,on call,ATL Ops Sup 6,202
2022-11-23,on call,ATL Ops Sup 7,173
2022-11-23,personal break,ATL Ops Sup 5,8
2022-11-23,personal break,ATL Ops Sup 6,9
2022-11-23,personal break,ATL Ops Sup 7,5
2022-11-23,scheduled break,ATL Ops Sup 5,29
2022-11-23,scheduled break,ATL Ops Sup 6,26
2022-11-23,scheduled break,ATL Ops Sup 7,24
2022-11-23,special assignment,ATL Ops Sup 5,1
2022-11-23,special assignment,ATL Ops Sup 6,1
2022-11-23,tc issues,ATL Ops Sup 5,16
2022-11-23,tc issues,ATL Ops Sup 6,9
2022-11-23,tc issues,ATL Ops Sup 7,9
2022-11-24,acw,ATL Ops Sup 5,31
2022-11-24,acw,ATL Ops Sup 6,20
2022-11-24,acw,ATL Ops Sup 7,53
2022-11-24,at lunch,ATL Ops Sup 5,8
2022-11-24,at lunch,ATL Ops Sup 6,4
2022-11-24,at lunch,ATL Ops Sup 7,7
2022-11-24,escalation wait,ATL Ops Sup 5,1
2022-11-24,escalation wait,ATL Ops Sup 6,1
2022-11-24,escalation wait,ATL Ops Sup 7,5
2022-11-24,follow up,ATL Ops Sup 5,43
2022-11-24,follow up,ATL Ops Sup 6,24
2022-11-24,follow up,ATL Ops Sup 7,33
2022-11-24,on call,ATL Ops Sup 5,54
2022-11-24,on call,ATL Ops Sup 6,27
2022-11-24,on call,ATL Ops Sup 7,43
2022-11-24,personal break,ATL Ops Sup 5,5
2022-11-24,personal break,ATL Ops Sup 6,6
2022-11-24,personal break,ATL Ops Sup 7,7
2022-11-24,scheduled break,ATL Ops Sup 5,12
2022-11-24,scheduled break,ATL Ops Sup 6,12
2022-11-24,scheduled break,ATL Ops Sup 7,17
2022-11-24,special assignment,ATL Ops Sup 5,3
2022-11-24,special assignment,ATL Ops Sup 6,1
2022-11-24,tc issues,ATL Ops Sup 6,6
2022-11-24,tc issues,ATL Ops Sup 7,1
2022-11-25,acw,ATL Ops Sup 5,75
2022-11-25,acw,ATL Ops Sup 6,80
2022-11-25,acw,ATL Ops Sup 7,151
2022-11-25,at lunch,ATL Ops Sup 5,8
2022-11-25,at lunch,ATL Ops Sup 6,6
2022-11-25,at lunch,ATL Ops Sup 7,12
2022-11-25,escalation wait,ATL Ops Sup 5,3
2022-11-25,escalation wait,ATL Ops Sup 6,4
2022-11-25,escalation wait,ATL Ops Sup 7,9
2022-11-25,follow up,ATL Ops Sup 5,82
2022-11-25,follow up,ATL Ops Sup 6,65
2022-11-25,follow up,ATL Ops Sup 7,108
2022-11-25,in a meeting,ATL Ops Sup 5,1
2022-11-25,on call,ATL Ops Sup 5,92
2022-11-25,on call,ATL Ops Sup 6,87
2022-11-25,on call,ATL Ops Sup 7,161
2022-11-25,personal break,ATL Ops Sup 5,5
2022-11-25,personal break,ATL Ops Sup 6,13
2022-11-25,personal break,ATL Ops Sup 7,10
2022-11-25,scheduled break,ATL Ops Sup 5,17
2022-11-25,scheduled break,ATL Ops Sup 6,12
2022-11-25,scheduled break,ATL Ops Sup 7,27
2022-11-25,system issues,ATL Ops Sup 6,4
2022-11-25,tc issues,ATL Ops Sup 5,4
2022-11-25,tc issues,ATL Ops Sup 6,8
2022-11-26,acw,ATL Ops Sup 5,58
2022-11-26,acw,ATL Ops Sup 6,79
2022-11-26,acw,ATL Ops Sup 7,87
2022-11-26,at lunch,ATL Ops Sup 5,8
2022-11-26,at lunch,ATL Ops Sup 6,7
2022-11-26,at lunch,ATL Ops Sup 7,8
2022-11-26,escalation wait,ATL Ops Sup 5,4
2022-11-26,escalation wait,ATL Ops Sup 6,3
